"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tb927.2.2120",5.76684493464409e-08,1.44894829726168,0.262,0.157,0.000495314311436581,"late_possibleMetacyclics","Tb927.2.2120"
"Tb927.7.59702",6.4923989073466e-08,1.25374444302889,0.309,0.2,0.000557632142152,"late_possibleMetacyclics","Tb927.7.5970"
"Tb927.10.20101",6.99173281505672e-08,0.575765922551963,0.33,0.211,0.000600519931485222,"late_possibleMetacyclics","Tb927.10.2010"
"Tb927.7.3690",7.23150568956434e-08,0.996113332337434,0.312,0.196,0.000621114023676681,"late_possibleMetacyclics","Tb927.7.3690"
"Tb927.8.4890",8.09666546771351e-08,2.7737308058743,0.096,0.036,0.000695422597021914,"late_possibleMetacyclics","Tb927.8.4890"
"Tb927.8.33701",8.14031166188942e-08,1.48268281816607,0.177,0.089,0.000699171368639682,"late_possibleMetacyclics","Tb927.8.3370"
"Tb11.v5.0792",8.8026671845604e-08,1.67309949268406,0.124,0.053,0.000756061084481893,"late_possibleMetacyclics","Tb11.v5.0792"
"Tb927.2.460",9.43473173046131e-08,1.01220703019052,0.429,0.329,0.000810349108329322,"late_possibleMetacyclics","Tb927.2.460"
"Tb10.v4.02171",9.54259722855161e-08,1.38764092689544,0.106,0.041,0.000819613675960297,"late_possibleMetacyclics","Tb10.v4.0217"
"Tb927.4.4540",1.05937159812942e-07,1.65396412188476,0.138,0.062,0.000909894265633358,"late_possibleMetacyclics","Tb927.4.4540"
"Tb11.v5.0713",1.19595386097927e-07,0.66631097472026,0.613,0.557,0.0010272047711951,"late_possibleMetacyclics","Tb11.v5.0713"
"Tb927.7.7160",1.36133220744837e-07,1.10906237063256,0.309,0.195,0.0011692482329774,"late_possibleMetacyclics","Tb927.7.7160"
"Tb927.1.51201",1.36545814466291e-07,1.8428468997569,0.071,0.023,0.00117279200045098,"late_possibleMetacyclics","Tb927.1.5120"
"Tb927.7.180",1.48947713793153e-07,1.57551206607834,0.156,0.075,0.00127931191376939,"late_possibleMetacyclics","Tb927.7.180"
"Tb927.11.13250",1.79241484278743e-07,0.719874634911476,0.571,0.506,0.00153950510847012,"late_possibleMetacyclics","Tb927.11.13250"
"Tb927.2.6150",2.64359393306504e-07,1.74705833164751,0.121,0.053,0.00227058282910956,"late_possibleMetacyclics","Tb927.2.6150"
"Tb927.4.32901",2.73425138405087e-07,2.23706053584656,0.06,0.018,0.00234844851376129,"late_possibleMetacyclics","Tb927.4.3290"
"Tb927.7.1930",2.83846872881826e-07,2.25008030098804,0.053,0.015,0.00243796079118201,"late_possibleMetacyclics","Tb927.7.1930"
"Tb927.8.4190",2.84897506146091e-07,0.548308571166976,0.702,0.664,0.00244698468028878,"late_possibleMetacyclics","Tb927.8.4190"
"Tb927.11.10920",2.94436492109145e-07,1.32176685504523,0.199,0.108,0.00252891503072544,"late_possibleMetacyclics","Tb927.11.10920"
"Tb927.7.61802",3.18957442970769e-07,1.00042097328718,0.319,0.209,0.00273952547767593,"late_possibleMetacyclics","Tb927.7.6180"
"Tb927.9.15870",3.29261382615575e-07,1.48753789434547,0.117,0.05,0.00282802601528517,"late_possibleMetacyclics","Tb927.9.15870"
"Tb927.5.2480",3.4603817021227e-07,0.995368905962583,0.348,0.245,0.00297212184395319,"late_possibleMetacyclics","Tb927.5.2480"
"Tb927.10.11860",4.69077619487151e-07,1.13538138940877,0.284,0.184,0.00402890767377514,"late_possibleMetacyclics","Tb927.10.11860"
"Tb927.7.4190",4.72465306764341e-07,1.14536048025164,0.319,0.22,0.00405800451979893,"late_possibleMetacyclics","Tb927.7.4190"
"Tb927.8.81401",4.98728808292191e-07,1.44330845097638,0.188,0.102,0.00428358173442162,"late_possibleMetacyclics","Tb927.8.8140"
"Tb927.11.57201",5.04925817887271e-07,0.976792883637289,0.34,0.234,0.00433680784983377,"late_possibleMetacyclics","Tb927.11.5720"
"Tb07.30D13.1601",5.45476758844445e-07,1.31668218636142,0.252,0.157,0.00468509988171494,"late_possibleMetacyclics","Tb07.30D13.160"
"Tb927.9.9280",5.82177500843035e-07,1.10819362374176,0.273,0.172,0.00500032255474083,"late_possibleMetacyclics","Tb927.9.9280"
"Tb927.11.13200",6.09443341868684e-07,1.30604015670713,0.16,0.08,0.00523450886331012,"late_possibleMetacyclics","Tb927.11.13200"
"Tb927.1.5100",6.64434339972096e-07,2.23761309263908,0.06,0.019,0.00570682654602033,"late_possibleMetacyclics","Tb927.1.5100"
"Tb927.11.11560",6.90039564573677e-07,1.94596726460758,0.106,0.045,0.00592674982012331,"late_possibleMetacyclics","Tb927.11.11560"
"Tb8.NT.99",7.59599409867895e-07,1.07640624670486,0.291,0.192,0.00652419933135535,"late_possibleMetacyclics","Tb8.NT.99"
"Tb927.3.2930",7.73287679518839e-07,0.870411463398001,0.489,0.399,0.00664176787938731,"late_possibleMetacyclics","Tb927.3.2930"
"Tb927.3.1920",7.94247518604158e-07,0.579685199765077,0.606,0.533,0.00682179193729111,"late_possibleMetacyclics","Tb927.3.1920"
"Tb927.7.330",8.31609731797155e-07,1.24965688320825,0.266,0.174,0.00714269598640577,"late_possibleMetacyclics","Tb927.7.330"
"Tb927.7.7070",8.63384688491386e-07,1.42170257393345,0.135,0.064,0.00741561108945251,"late_possibleMetacyclics","Tb927.7.7070"
"Tb927.6.2530",9.12361452072087e-07,1.22324437720904,0.22,0.128,0.00783627251184716,"late_possibleMetacyclics","Tb927.6.2530"
"Tb927.4.2810",9.28505611370019e-07,0.953097977759335,0.301,0.199,0.00797493469605709,"late_possibleMetacyclics","Tb927.4.2810"
"Tb927.4.2380",9.33433137816512e-07,1.22338493174005,0.199,0.11,0.00801725722070602,"late_possibleMetacyclics","Tb927.4.2380"
"Tb11.v5.0873",9.83771580891894e-07,2.06389205759916,0.074,0.027,0.00844961410828047,"late_possibleMetacyclics","Tb11.v5.0873"
"Tb927.11.75501",1.05778949235414e-06,1.18652874204152,0.195,0.108,0.00908535394982969,"late_possibleMetacyclics","Tb927.11.7550"
"Tb927.11.84701",1.06638666560696e-06,0.917829911571221,0.472,0.388,0.00915919507089815,"late_possibleMetacyclics","Tb927.11.8470"
"Tb927.8.82301",1.17135098125173e-06,1.14379620316044,0.174,0.09,0.0100607335779711,"late_possibleMetacyclics","Tb927.8.8230"
"Tb927.9.7390",1.27734918933822e-06,1.58183487323805,0.103,0.043,0.010971152187226,"late_possibleMetacyclics","Tb927.9.7390"
"Tb927.3.1560",1.48329132127864e-06,0.962080100910022,0.39,0.291,0.0127399891584622,"late_possibleMetacyclics","Tb927.3.1560"
"Tb927.9.7670",1.74747075650485e-06,0.763173103283486,0.383,0.277,0.0150090263276201,"late_possibleMetacyclics","Tb927.9.7670"
"Tb927.10.790",1.93354088467811e-06,0.746333945209098,0.564,0.498,0.0166071826585003,"late_possibleMetacyclics","Tb927.10.790"
"Tb927.8.6620",2.0092887211033e-06,1.43257079949302,0.121,0.056,0.0172577808255562,"late_possibleMetacyclics","Tb927.8.6620"
"Tb927.7.2450",2.2832033904941e-06,0.903968422682731,0.28,0.179,0.0196104339209538,"late_possibleMetacyclics","Tb927.7.2450"
"Tb927.2.2029",2.32971364573188e-06,1.90256892848576,0.085,0.034,0.0200099105031911,"late_possibleMetacyclics","Tb927.2.2029"
"Tb927.6.3300",2.53247382715014e-06,1.36675315300707,0.138,0.069,0.0217514177013926,"late_possibleMetacyclics","Tb927.6.3300"
"Tb11.v5.0699",2.86173151482693e-06,2.29581827487313,0.05,0.015,0.0245794119808485,"late_possibleMetacyclics","Tb11.v5.0699"
"Tb927.7.7400",3.04662585917274e-06,1.47152929491468,0.135,0.066,0.0261674695044347,"late_possibleMetacyclics","Tb927.7.7400"
"Tb927.11.12180",3.41459845127367e-06,1.52040019699571,0.149,0.078,0.0293279860979895,"late_possibleMetacyclics","Tb927.11.12180"
"Tb927.11.167",3.48054970822085e-06,0.986289951391416,0.394,0.311,0.0298944414439089,"late_possibleMetacyclics","Tb927.11.167"
"Tb927.8.6720",3.53465741237624e-06,1.7430542075389,0.092,0.038,0.0303591725148996,"late_possibleMetacyclics","Tb927.8.6720"
"Tb927.2.22601",3.67230876530738e-06,0.905914619004508,0.323,0.224,0.0315414599852251,"late_possibleMetacyclics","Tb927.2.2260"
"Tb927.2.46201",3.85083770409475e-06,1.47650984242913,0.174,0.096,0.0330748450404698,"late_possibleMetacyclics","Tb927.2.4620"
"Tb927.8.4520",4.10776718197652e-06,1.27577949107395,0.191,0.11,0.0352816123259964,"late_possibleMetacyclics","Tb927.8.4520"
"Tb927.4.2220",4.27395529490251e-06,0.691464374475032,0.468,0.371,0.0367090020279177,"late_possibleMetacyclics","Tb927.4.2220"
"Tb927.3.3380",4.27899726737483e-06,1.37750762818088,0.152,0.08,0.0367523075294824,"late_possibleMetacyclics","Tb927.3.3380"
"Tb927.8.7500",4.57187285283462e-06,1.43318672943612,0.206,0.125,0.0392678159329965,"late_possibleMetacyclics","Tb927.8.7500"
"Tb927.10.5160",5.19632336048035e-06,0.98306117909496,0.34,0.254,0.0446312213431658,"late_possibleMetacyclics","Tb927.10.5160"
"Tb927.5.2740",5.36603327734419e-06,1.77357128260074,0.121,0.059,0.0460888598191093,"late_possibleMetacyclics","Tb927.5.2740"
"Tb927.1.49001",5.4837991337781e-06,1.64895264878006,0.074,0.028,0.0471003507600201,"late_possibleMetacyclics","Tb927.1.4900"
