"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tb927.7.6640",1.14567210554933e-17,1.45083690916039,0.305,0.075,1.01815880020169e-13
"Tb927.6.3710",1.16987528220506e-17,1.73919936551279,0.199,0.027,1.03966816329564e-13
"Tb927.11.3490",1.18508297709383e-17,1.51151857979331,0.241,0.045,1.05318324174328e-13
"Tb927.3.1030",1.20749706324668e-17,0.956890229880463,0.546,0.21,1.07310264010732e-13
"Tb927.7.2450",1.29467268066599e-17,1.10903316604581,0.28,0.061,1.15057561130786e-13
"Tb927.7.3090",1.29598494144561e-17,1.67427202253153,0.202,0.029,1.15174181746272e-13
"Tb927.10.6410",1.36864485646999e-17,1.43404381824062,0.238,0.043,1.21631468394488e-13
"Tb927.2.4050",1.41134759437517e-17,1.45457916643507,0.262,0.054,1.25426460712122e-13
"Tb927.7.330",1.41966433076471e-17,1.68456337044398,0.266,0.057,1.2616556907506e-13
"Tb927.10.15180",1.49676556584374e-17,1.5799147557291,0.28,0.064,1.33017555836533e-13
"Tb927.8.6710",1.50472983285156e-17,-4.2011102202431,0.028,0.264,1.33725340245518e-13
"Tb927.5.940",1.57308217937415e-17,2.16630514164266,0.188,0.024,1.39799813280981e-13
"Tb927.10.9650",1.57717777592892e-17,1.38016875067937,0.23,0.04,1.40163788946803e-13
"Tb927.4.3740",1.70719812473211e-17,1.11995246932294,0.287,0.065,1.51718697344943e-13
"Tb927.5.3820",1.75932187507142e-17,1.68454270335067,0.213,0.033,1.56350935037597e-13
"Tb927.1.1930",1.83380184134767e-17,0.861457969048666,0.745,0.387,1.62969969640567e-13
"Tb927.11.7330",1.85092638627619e-17,2.52153283734933,0.156,0.013,1.64491827948365e-13
"Tb927.2.2450",1.8878686746065e-17,2.42646276167435,0.174,0.019,1.67774889112279e-13
"Tb927.10.10780",1.89396037700365e-17,2.12188072588227,0.17,0.018,1.68316258704314e-13
"Tb927.5.1600",1.91881301820671e-17,2.51878288288603,0.174,0.019,1.7052491292803e-13
"Tb927.2.2860",1.92262883859571e-17,3.04815620798863,0.145,0.01,1.70864024886e-13
"Tb927.6.5070",1.92434144476873e-17,0.825655829544849,0.578,0.223,1.71016224196597e-13
"Tb927.7.1060",1.95812057806619e-17,1.54138964671072,0.213,0.033,1.74018175772742e-13
"Tb927.10.1390",1.96224019626348e-17,2.52446777458441,0.156,0.013,1.74384286241936e-13
"Tb927.7.5760",2.00419426025234e-17,1.1122289610656,0.337,0.089,1.78112743908625e-13
"Tb927.10.190",2.11751222725406e-17,-1.52372453557406,0.33,0.548,1.88183311636068e-13
"Tb927.5.1610",2.3667448751056e-17,-1.08977395002624,0.599,0.696,2.10332617050635e-13
"Tb927.10.3220",2.4332627773833e-17,-2.60555169633597,0.149,0.393,2.16244063026054e-13
"Tb927.5.530",2.75294409219899e-17,1.72127829542827,0.191,0.025,2.44654141473725e-13
"Tb927.11.11320",2.78546246994828e-17,1.78567037922282,0.195,0.027,2.47544049704304e-13
"Tb927.1.4220",3.11642459735263e-17,1.68913261703841,0.195,0.027,2.76956653966728e-13
"Tb927.10.9770",3.12631260564081e-17,2.26857883660469,0.177,0.021,2.77835401263298e-13
"Tb927.8.710",3.15592245490543e-17,1.55996637528667,0.234,0.043,2.80466828567445e-13
"Tb927.8.6750",3.19504284977861e-17,1.15449542473324,0.301,0.073,2.83943458059825e-13
"Tb927.11.8810",3.28346374069122e-17,4.03046346830967,0.128,0.005,2.91801422635229e-13
"Tb927.8.5250",3.28662297732709e-17,1.48745216292647,0.227,0.04,2.92082183995058e-13
"Tb927.4.2770",3.38346399555682e-17,1.16112968566164,0.301,0.073,3.00688445285135e-13
"Tb927.11.16400",3.63421607025559e-17,1.98350979770283,0.209,0.033,3.22972782163614e-13
"Tb927.3.5670",3.77475454012794e-17,3.49696391691062,0.128,0.005,3.3546243598117e-13
"Tb927.8.1840",4.04039918935374e-17,0.940932537851324,0.401,0.123,3.59070275957867e-13
"Tb927.10.4800",4.15970345649961e-17,2.24830362885816,0.163,0.016,3.6967284617912e-13
"Tb927.9.5460",4.19175644596514e-17,1.17792901853576,0.284,0.065,3.72521395352922e-13
"Tb927.11.16470",4.24982083616458e-17,0.988871157665353,0.447,0.154,3.77681577709946e-13
"Tb927.10.7700",4.33035242886549e-17,1.98081540481338,0.181,0.022,3.84838420353276e-13
"Tb927.6.1500",4.60708670499412e-17,2.54485110982003,0.17,0.019,4.09431795472828e-13
"Tb927.11.3360",5.79869702176333e-17,1.59482338114817,0.245,0.049,5.15330204324107e-13
"Tb927.7.2390",5.90748240373574e-17,1.11901894325969,0.262,0.056,5.24997961219995e-13
"Tb927.9.10560",6.32844577270822e-17,1.71011927045855,0.241,0.048,5.6240897582058e-13
"Tb927.5.3780",6.92083406928666e-17,2.82139341743295,0.142,0.01,6.15054523737506e-13
"Tb927.11.5440",6.93109950127527e-17,1.89836690399772,0.191,0.027,6.15966812678333e-13
"Tb927.11.10760",6.96750495060414e-17,1.14843073981745,0.337,0.092,6.1920216496019e-13
"Tb927.6.1090",7.05428169348712e-17,0.956375107779248,0.362,0.105,6.269140141002e-13
"Tb927.11.2300",7.3935726146349e-17,2.44163501691608,0.156,0.014,6.57066798262603e-13
"Tb927.1.1530",7.422911147054e-17,0.859493247659774,0.362,0.102,6.59674113638689e-13
"Tb927.9.1500",7.63209240310878e-17,2.29427539336709,0.174,0.021,6.78264051864278e-13
"Tb927.4.1550",7.74191388059556e-17,1.19825703192947,0.294,0.072,6.88023886568527e-13
"Tb927.10.3210",9.65404080225346e-17,1.08477235755436,0.344,0.097,8.57954606096265e-13
"Tb927.10.840",9.88754376789692e-17,0.92538146947913,0.433,0.143,8.78706014652999e-13
"Tb927.11.3420",1.01790352842701e-16,2.42020038038851,0.16,0.016,9.04610865713083e-13
"Tb927.5.310",1.05912692208693e-16,-1.66833477217198,0.284,0.51,9.4124609565865e-13
"Tb927.7.3560",1.07296562872461e-16,1.20103550054485,0.273,0.062,9.53544554247559e-13
"Tb927.4.1980",1.17720705625535e-16,3.68979727299677,0.124,0.005,1.04618391089413e-12
"Tb927.9.11540",1.31150923865907e-16,1.57486072861851,0.287,0.073,1.16553826039631e-12
"Tb927.8.6230",1.38240423640992e-16,1.84808506733601,0.213,0.037,1.22854264489749e-12
"Tb927.3.1190",1.47948804322421e-16,2.83584510641181,0.149,0.013,1.31482102401335e-12
"Tb927.5.4020",1.55344566485318e-16,1.6597440442389,0.213,0.037,1.38054716235502e-12
"Tb927.10.2330",1.56881108635398e-16,1.574378743392,0.216,0.038,1.39420241244278e-12
"Tb927.10.3480",1.61351098413842e-16,2.68294039851599,0.149,0.013,1.43392721160382e-12
"Tb927.4.5120",1.6248836031839e-16,1.61692357189626,0.202,0.032,1.44403405814954e-12
"Tb927.7.6960",1.66678600388956e-16,1.61312859962216,0.234,0.046,1.48127272165666e-12
"Tb927.8.3340",1.75387796539545e-16,1.14172806603727,0.199,0.03,1.55867134784694e-12
"Tb927.10.5890",1.95078247721617e-16,1.9986453689536,0.191,0.029,1.73366038750201e-12
"Tb927.5.4580",1.99898573290006e-16,-6.11499359163092,0.004,0.213,1.77649862082828e-12
"Tb927.10.7890",2.20394353673806e-16,0.948004101981557,0.433,0.148,1.95864462109911e-12
"Tb927.2.4850",2.21167740871294e-16,1.20343537752315,0.316,0.084,1.96551771312319e-12
"Tb927.10.9260",2.27513025282508e-16,1.77517923843587,0.188,0.027,2.02190825568564e-12
"Tb927.3.4260",2.33467711965886e-16,1.88341028688144,0.191,0.029,2.07482755624083e-12
"Tb927.2.3080",2.35325386209419e-16,0.791237895390947,0.436,0.146,2.09133670724311e-12
"Tb927.7.4230",2.56956353877727e-16,-4.49313189970796,0.028,0.25,2.28357111691136e-12
"Tb927.3.3270",2.7340316806399e-16,-1.73799802523255,0.401,0.557,2.42973395458468e-12
"Tb927.6.2590",2.78609873494974e-16,1.71847540742272,0.191,0.029,2.47600594574984e-12
"Tb927.10.9220",3.01618971393536e-16,1.41535958498922,0.277,0.067,2.68048779877436e-12
"Tb927.8.7410",3.03471501930848e-16,0.756422491336791,0.656,0.29,2.69695123765944e-12
"Tb927.5.2050",3.1300498705569e-16,1.7783486225203,0.152,0.014,2.78167531996392e-12
"Tb927.4.200",3.1465202773167e-16,-4.28261304385654,0.032,0.253,2.79631257045135e-12
"Tb927.11.14200",3.20205743712899e-16,0.972635413139565,0.305,0.078,2.84566844437653e-12
"Tb927.9.10790",3.27645752224153e-16,1.10805637658658,0.33,0.092,2.91178780001605e-12
"Tb927.9.12790",3.41511922269741e-16,1.35290211413743,0.273,0.065,3.03501645321119e-12
"Tb927.11.510",3.45369209214955e-16,0.653449272705472,0.936,0.666,3.06929616229331e-12
"Tb927.3.1010",3.51992109875027e-16,0.867487158338176,0.635,0.29,3.12815388045936e-12
"Tb927.7.1260",3.58580393831118e-16,1.35658067465098,0.301,0.08,3.18670395997715e-12
"Tb927.5.4570",3.60219462643116e-16,-6.4773420566702,0.004,0.21,3.20127036450937e-12
"Tb927.10.14160",3.72827878188764e-16,2.46361210131313,0.142,0.011,3.31332135346354e-12
"Tb927.2.4520",3.73556157821884e-16,1.05793375902999,0.298,0.076,3.31979357456308e-12
"Tb927.5.3790",3.87972272777267e-16,1.13500049979896,0.301,0.078,3.44790958817158e-12
"Tb927.3.2230",3.90418249867011e-16,1.41084644717872,0.266,0.064,3.46964698656813e-12
"Tb927.4.2440",3.92415841177541e-16,3.18153494664888,0.131,0.008,3.4873995805448e-12
"Tb927.9.10690",4.21154366134762e-16,2.42421640200592,0.16,0.018,3.74279885183963e-12
"Tb927.10.5490",4.25315547934779e-16,2.92896649889563,0.131,0.008,3.77977927449638e-12
"Tb927.10.3600",4.42177751743541e-16,2.56116315602463,0.163,0.019,3.92963367974485e-12
"Tb927.11.1560",4.92729614110908e-16,0.991355107408674,0.301,0.078,4.37888808060364e-12
"Tb927.6.2740",5.17944957203354e-16,1.6073703355417,0.248,0.054,4.60297683466621e-12
"Tb927.3.5050",5.33863649669793e-16,-0.799093855139547,0.791,0.817,4.74444625461545e-12
"Tb927.7.2700",5.44213966997304e-16,1.52140467286651,0.223,0.043,4.83642952470505e-12
"Tb927.7.4330",5.68443921090088e-16,1.94469105601293,0.181,0.025,5.05176112672762e-12
"Tb927.10.15230",5.85601372732421e-16,2.2296552785632,0.163,0.019,5.20423939947303e-12
"Tb927.7.3200",5.94625434752249e-16,1.64662546465318,0.16,0.018,5.28443623864324e-12
"Tb927.8.7250",6.12942397649163e-16,1.38405700148405,0.223,0.043,5.44721908790811e-12
"Tb927.2.5190",6.33269421990323e-16,4.03186229738527,0.113,0.003,5.627865353228e-12
"Tb927.2.4130",6.68743666073289e-16,1.80000822224656,0.188,0.029,5.94312496039332e-12
"Tb927.11.3000",6.92270050168974e-16,-1.99309124346572,0.248,0.46,6.15220393585167e-12
"Tb927.10.2200",7.75992832436559e-16,1.66232036261928,0.191,0.03,6.8962483018637e-12
"Tb927.1.4180",7.88592784277774e-16,1.7925706434325,0.195,0.032,7.00822407387658e-12
"Tb927.10.3360",7.88650222157569e-16,1.73754940519505,0.216,0.041,7.00873452431431e-12
"Tb927.10.2290",8.02246750479865e-16,1.74332656482811,0.22,0.043,7.12956687151456e-12
"Tb927.4.1270",8.46440256618512e-16,1.1188352236355,0.326,0.092,7.52231456056872e-12
"Tb927.2.2240",8.62277024977958e-16,1.32103842615898,0.245,0.053,7.66305592097911e-12
"Tb927.3.4080",8.82830519473369e-16,1.4947763660769,0.241,0.053,7.84571482655983e-12
"Tb927.2.4830",9.23789958220668e-16,2.95438586371865,0.138,0.011,8.20972135870707e-12
"Tb927.3.740",9.25385403117344e-16,0.756024445421087,0.762,0.385,8.22390007750384e-12
"Tb927.10.14790",9.65265628199017e-16,1.12039581568624,0.298,0.08,8.57831563780466e-12
"Tb927.7.1670",9.87602702663407e-16,1.20346659585229,0.301,0.081,8.77682521856969e-12
"Tb927.4.4310",1.01172551480545e-15,1.73425195037167,0.209,0.038,8.99120465007603e-12
"Tb927.10.13490",1.05211581794734e-15,1.33493280437488,0.259,0.061,9.35015327409797e-12
"Tb927.3.1240",1.07060511218486e-15,1.82265764506663,0.174,0.024,9.51446763198685e-12
"Tb927.3.5350",1.10223856807225e-15,1.49152367265659,0.245,0.054,9.79559415445807e-12
"Tb927.7.3760",1.10752301751211e-15,1.95865938879046,0.17,0.022,9.84255705663013e-12
"Tb927.11.10150",1.14413977428948e-15,2.18935848016203,0.152,0.016,1.01679701741106e-11
"Tb927.6.650",1.14654234636463e-15,0.778673529594362,0.387,0.119,1.01893218321425e-11
"Tb927.9.9150",1.24584834213383e-15,3.85373437332122,0.117,0.005,1.10718542165434e-11
"Tb927.11.12510",1.26512242531106e-15,1.62778064797151,0.216,0.041,1.12431429937394e-11
"Tb927.5.1530",1.30308378554092e-15,2.26490508623272,0.156,0.018,1.15805056021022e-11
"Tb927.11.10650",1.32078374780858e-15,1.87900410375167,0.174,0.024,1.17378051667748e-11
"Tb927.8.7080",1.38118634504705e-15,2.12424388605199,0.177,0.025,1.22746030484331e-11
"Tb927.11.500",1.51327107158886e-15,0.568140796229781,0.957,0.831,1.34484400132102e-11
"Tb927.10.15550",1.57040679328284e-15,1.96496851036957,0.181,0.027,1.39562051719046e-11
"Tb927.2.2090",1.59118555878216e-15,1.22443285432532,0.319,0.092,1.4140866060897e-11
"Tb927.9.6420",1.66133221109563e-15,1.98952729224424,0.188,0.03,1.47642593600069e-11
"Tb927.8.880",1.66336501302848e-15,0.780555486247144,0.394,0.127,1.47823248707841e-11
"Tb927.5.3800",1.73536582414794e-15,0.763397107351141,0.418,0.14,1.54221960792027e-11
"Tb927.4.770",1.73889897781675e-15,0.602174854217343,0.323,0.089,1.54535952158575e-11
"Tb927.11.12280",1.9145768022994e-15,2.2078578340416,0.163,0.021,1.70148440420348e-11
"Tb927.10.2160",1.96456559167709e-15,2.18666564099228,0.163,0.021,1.74590944132343e-11
"Tb927.11.12590",2.03119787331178e-15,2.58231219550782,0.145,0.014,1.80512555001218e-11
"Tb927.9.2310",2.06843038405046e-15,2.22829766925643,0.163,0.021,1.83821408230564e-11
"Tb927.4.2480",2.09577727161225e-15,2.78086355193288,0.131,0.01,1.86251726128181e-11
"Tb927.4.2240",2.09847822261945e-15,1.60154416540614,0.184,0.029,1.8649175964419e-11
"Tb927.7.490",2.11464747052455e-15,2.63981363896564,0.131,0.01,1.87928720705516e-11
"Tb927.7.900",2.12097996783178e-15,2.74713342265813,0.131,0.01,1.88491489741211e-11
"Tb927.5.3700",2.13414919515728e-15,0.886761445088839,0.298,0.078,1.89661838973628e-11
"Tb927.8.2450",2.17212315158466e-15,1.25099825241801,0.301,0.083,1.93036584481329e-11
"Tb927.10.2220",2.1722800047639e-15,2.39285825020599,0.131,0.01,1.93050524023368e-11
"Tb927.9.13440",2.22262428547962e-15,1.69286746593857,0.213,0.041,1.97524620250574e-11
"Tb927.10.15670",2.3016498942764e-15,1.22581343952145,0.216,0.041,2.04547626104343e-11
"Tb927.4.4480",2.33624280871894e-15,0.966592016427953,0.312,0.088,2.07621898410852e-11
"Tb927.9.2100",2.42312533959977e-15,3.18082174521059,0.121,0.006,2.15343148930232e-11
"Tb927.7.2220",2.45383093170705e-15,2.5030472144655,0.145,0.014,2.18071954900806e-11
"Tb927.7.2170",2.46909812786551e-15,1.20956423493076,0.238,0.051,2.19428750623408e-11
"Tb927.11.12430",2.55316729764694e-15,1.61583652417286,0.188,0.03,2.26899977741884e-11
"Tb927.11.6990",2.5953336168172e-15,1.65172059181236,0.188,0.03,2.30647298526544e-11
"Tb927.5.1050",2.65482912672385e-15,1.34426828202719,0.259,0.062,2.35934664491948e-11
"Tb927.11.11000",2.68792036961197e-15,1.74250146496176,0.213,0.041,2.38875483247416e-11
"Tb927.7.640",2.81658698430383e-15,1.53342061776807,0.191,0.032,2.50310085295082e-11
"Tb927.11.1900",3.05157547059333e-15,0.851735818914374,0.301,0.081,2.71193512071629e-11
"Tb927.11.15180",3.3093062063112e-15,1.53512310511316,0.223,0.046,2.94098042554877e-11
"Tb927.8.3050",3.39443389619565e-15,2.66873443705242,0.135,0.011,3.01663340354907e-11
"Tb927.10.11150",3.51598124952712e-15,1.38286507799645,0.202,0.037,3.12465253645475e-11
"Tb927.5.2800",3.61720296542065e-15,2.04881102323174,0.149,0.016,3.21460827536933e-11
"Tb927.4.4560",3.88509535851352e-15,1.34187436492763,0.223,0.046,3.45268424511096e-11
"Tb927.11.5510",4.02290942786948e-15,1.38103147647874,0.199,0.035,3.5751596085476e-11
"Tb927.11.5690",4.02778859262369e-15,1.81046895636576,0.177,0.027,3.57949572226468e-11
"Tb927.10.220",4.43113891205368e-15,-2.49902086989085,0.145,0.366,3.9379531511421e-11
"Tb927.11.15810",4.57269087703767e-15,1.94950606615182,0.181,0.029,4.06375038242338e-11
"Tb927.8.6420",4.70583780240296e-15,2.57847314770613,0.138,0.013,4.18207805499551e-11
"Tb927.10.5690",4.72239657594387e-15,1.7903269962274,0.209,0.041,4.19679383704132e-11
"Tb927.6.4690",4.80749668924666e-15,-1.82044350432774,0.312,0.49,4.27242230773351e-11
"Tb927.10.3820",4.87327212774873e-15,2.15425787870182,0.156,0.019,4.33087693993029e-11
"Tb927.10.7840",5.13411485448543e-15,1.79735923574215,0.181,0.029,4.5626878711812e-11
"Tb927.9.7100",5.21445714847028e-15,2.05893111092522,0.156,0.019,4.63408806784554e-11
"Tb927.2.6080",5.81478903801219e-15,2.33872641432621,0.16,0.021,5.16760301808143e-11
"Tb927.11.12120",5.85318131987987e-15,0.911248313860767,0.418,0.15,5.20172223897724e-11
"Tb927.9.9660",5.86952804892089e-15,2.68215395097949,0.142,0.014,5.21624957707599e-11
"Tb927.8.5070",6.06663939534611e-15,1.61774935337439,0.213,0.043,5.39142243064408e-11
"Tb927.11.6210",6.19207014674039e-15,1.42970874643031,0.241,0.056,5.50289273940819e-11
"Tb927.3.1740",6.72515521141737e-15,1.8286767316963,0.156,0.019,5.97664543638662e-11
"Tb927.11.16950",6.99022178961218e-15,3.64779416452429,0.106,0.003,6.21221010442834e-11
"Tb927.11.12980",7.10085183658384e-15,2.74453566815562,0.128,0.01,6.31052702717206e-11
"Tb927.11.3270",7.44579558579721e-15,2.59341096416334,0.128,0.01,6.61707853709798e-11
"Tb927.7.6620",7.47990800546793e-15,1.60723753338436,0.213,0.043,6.64739424445935e-11
"Tb927.2.2230",7.70940228438587e-15,0.979015123965218,0.323,0.096,6.85134581013372e-11
"Tb927.9.6310",7.71400239982107e-15,1.59682894934044,0.188,0.032,6.85543393272099e-11
"Tb927.6.1430",7.79584024389843e-15,1.64688531474947,0.184,0.03,6.92816322475253e-11
"Tb927.3.5400",7.80038504218535e-15,1.65210840352803,0.199,0.037,6.93220218699012e-11
"Tb927.11.9550",8.12212707697729e-15,1.51512497513093,0.22,0.046,7.21813433330972e-11
"Tb927.11.2360",8.52502539528723e-15,1.19139961413282,0.262,0.065,7.57619006879176e-11
"Tb927.8.2820",8.75497015279832e-15,1.07739535742313,0.326,0.099,7.78054197479186e-11
"Tb927.7.2230",8.89875487298596e-15,2.45414720928754,0.145,0.016,7.90832345562262e-11
"Tb927.10.15290",9.04703267980699e-15,1.54443190394991,0.195,0.035,8.04009794254448e-11
"Tb927.7.5340",9.62732108591794e-15,0.653686754356602,0.567,0.234,8.55580024905527e-11
"Tb927.3.2390",9.93763657718092e-15,2.36678705239994,0.145,0.016,8.83157762614068e-11
"Tb927.10.9690",1.01048289272085e-14,1.9695448486297,0.17,0.025,8.98016146761017e-11
"Tb927.10.3010",1.03393351712109e-14,1.42953665352087,0.22,0.046,9.18856716665509e-11
"Tb927.9.11970",1.04553293358566e-14,1.48680823950734,0.213,0.043,9.29165118077573e-11
"Tb927.10.13480",1.08978553975738e-14,1.32806299212702,0.238,0.054,9.68492409182384e-11
"Tb927.10.13830",1.11494818430749e-14,1.88869059859371,0.174,0.027,9.9085445139407e-11
"Tb927.7.210",1.12740701814379e-14,1.59758160840706,0.206,0.04,1.00192661702439e-10
"Tb927.10.10200",1.13704595433185e-14,4.33704960264995,0.11,0.005,1.01049273961471e-10
"Tb927.7.2190",1.14426795986764e-14,0.68902343417342,0.468,0.174,1.01691093593437e-10
"Tb927.8.4140",1.18614301493218e-14,2.46788330996012,0.131,0.011,1.05412529737022e-10
"Tb927.8.5600",1.206574963094e-14,2.22590634133751,0.149,0.018,1.07228316970163e-10
"Tb927.9.9450",1.2264448540094e-14,0.871873720880462,0.472,0.178,1.08994154175816e-10
"Tb927.11.4480",1.24399800965737e-14,1.34619372384624,0.223,0.048,1.10554103118251e-10
"Tb927.9.10100",1.27406732428753e-14,1.95604500579234,0.17,0.025,1.13226363109433e-10
"Tb927.8.6410",1.28019596220351e-14,3.1627521007299,0.121,0.008,1.13771015161026e-10
"Tb927.7.6950",1.29587765361958e-14,3.0767089968495,0.121,0.008,1.15164647077172e-10
"Tb927.11.5770",1.30355045733239e-14,3.37305025297153,0.11,0.005,1.15846529143129e-10
"Tb927.11.5640",1.30967087408815e-14,1.61376408839447,0.181,0.03,1.16390450580214e-10
"Tb927.2.4930",1.39159597651543e-14,1.50026565600239,0.167,0.024,1.23671134432926e-10
"Tb927.7.7220",1.40067662973894e-14,1.53429482426281,0.174,0.027,1.244781320849e-10
"Tb927.10.6850",1.41573187177251e-14,1.27511523639168,0.234,0.053,1.25816091444423e-10
"Tb927.10.2490",1.41973114666679e-14,1.30501806059075,0.216,0.045,1.26171507004278e-10
"Tb927.11.14390",1.43769936108558e-14,1.70815872891867,0.174,0.027,1.27768342219675e-10
"Tb927.11.6130",1.4435023241521e-14,0.989696620854618,0.298,0.083,1.28284051547397e-10
"Tb927.1.2570",1.44920105402272e-14,1.02645787275204,0.273,0.072,1.28790497670999e-10
"Tb927.10.9870",1.49906170240609e-14,1.3120353985277,0.234,0.053,1.33221613492829e-10
"Tb927.10.8030",1.56075846543317e-14,1.59180091412924,0.181,0.03,1.38704604823046e-10
"Tb927.8.7530",1.57759806967243e-14,1.80754232335273,0.149,0.018,1.40201140451789e-10
"Tb927.7.2360",1.77311284295988e-14,1.24256610626151,0.241,0.057,1.57576538353845e-10
"Tb927.4.2590",1.79821926419244e-14,0.941351060911037,0.355,0.115,1.59807746008782e-10
"Tb927.4.270",1.82401487770048e-14,-4.57752082993752,0.018,0.213,1.62100202181242e-10
"Tb927.8.550",2.02927103215218e-14,2.74410817239457,0.124,0.01,1.80341316627364e-10
"Tb927.3.3030",2.03373411406957e-14,1.31338033354021,0.227,0.051,1.80737950717362e-10
"Tb927.6.4100",2.05995879906676e-14,0.880232827376739,0.323,0.097,1.83068538473063e-10
"Tb927.6.5010",2.06597737505051e-14,0.842066602609908,0.585,0.266,1.83603409320739e-10
"Tb927.10.4890",2.13377047416799e-14,1.46619722205048,0.213,0.045,1.8962818203931e-10
"Tb927.4.2400",2.20895392061048e-14,2.41812777347238,0.138,0.014,1.96309734924653e-10
"Tb927.4.3320",2.29770234579035e-14,0.669151600111724,0.688,0.328,2.04196807470388e-10
"Tb927.10.14000",2.3078674002655e-14,0.787848948077342,0.493,0.196,2.05100175861595e-10
"Tb927.10.13090",2.37923200960055e-14,2.49648035588023,0.124,0.01,2.11442348693201e-10
"Tb927.11.15100",2.45459901040461e-14,0.958393516026552,0.358,0.116,2.18140214054658e-10
"Tb927.7.730",2.48533855493472e-14,1.83235417980459,0.156,0.021,2.20872037377048e-10
"Tb927.10.5000",2.50117557551922e-14,1.37609168960622,0.213,0.045,2.22279473396393e-10
"Tb927.7.2140",2.52329472798549e-14,-2.57976117267969,0.167,0.371,2.24245202476071e-10
"Tb927.7.7450",2.582774437128e-14,1.81331978652486,0.16,0.022,2.29531164227565e-10
"Tb927.10.9570",2.62904267114352e-14,1.0210326133199,0.27,0.07,2.33643022184524e-10
"Tb927.11.4540",2.63059084613402e-14,1.73973819377784,0.138,0.014,2.33780608495931e-10
"Tb927.7.7040",2.68172170384592e-14,0.97342208755179,0.358,0.118,2.38324607820787e-10
"Tb927.6.3570",2.68627734128022e-14,2.93536799335051,0.113,0.006,2.38729467319573e-10
"Tb927.11.1570",2.85455972504655e-14,1.25583759207013,0.23,0.053,2.53684722764887e-10
"Tb927.7.6260",3.01729641385861e-14,1.02413258946929,0.319,0.097,2.68147132299615e-10
"Tb927.7.6820",3.06353580503652e-14,1.61657740686691,0.223,0.051,2.72256426993596e-10
"Tb927.11.6570",3.07357364616177e-14,1.34346003461569,0.255,0.065,2.73148489934397e-10
"Tb927.7.220",3.19129766436127e-14,1.8063947356323,0.142,0.016,2.83610623431786e-10
"Tb927.10.5460",3.24054239286989e-14,-2.16557576745907,0.206,0.408,2.87987002454347e-10
"Tb927.11.10540",3.47716264818777e-14,1.10678910008633,0.27,0.072,3.09015444544447e-10
"Tb927.8.2680",3.51034687512023e-14,3.41041754509581,0.117,0.008,3.11964526791934e-10
"Tb927.11.330",3.51141190468479e-14,2.42486955124702,0.149,0.019,3.12059175969338e-10
"Tb927.8.3250",3.52090436495177e-14,1.0839052716182,0.255,0.065,3.12902770913264e-10
"Tb927.10.12680",3.75834340377036e-14,-2.1906856063049,0.209,0.404,3.34003978293072e-10
"Tb927.7.5790",3.86506632836022e-14,-1.32320409068345,0.514,0.608,3.43488444601373e-10
"Tb927.4.1880",3.88018347558159e-14,0.890542397331311,0.426,0.158,3.44831905474936e-10
"Tb927.3.2830",3.88503368088627e-14,1.66629968248979,0.167,0.025,3.45262943220363e-10
"Tb927.11.8770",4.13497292517233e-14,1.32527204588506,0.23,0.054,3.67475043860065e-10
"Tb927.5.740",4.15115334345952e-14,1.4113699029913,0.163,0.024,3.68912997633247e-10
"Tb927.11.5650",4.25682404572447e-14,1.65929520788119,0.174,0.029,3.78303952943533e-10
"Tb927.11.11850",4.28523112698263e-14,1.49524930208612,0.177,0.03,3.80828490254946e-10
"Tb927.11.10250",4.31254421521514e-14,2.69747533583955,0.117,0.008,3.8325580440617e-10
"Tb927.10.3580",4.36497627742172e-14,2.94697504187628,0.117,0.008,3.87915441774468e-10
"Tb927.11.13700",4.3766212189225e-14,1.68666051405293,0.174,0.029,3.88950327725643e-10
"Tb927.3.1820",4.54779540868249e-14,2.1768178481328,0.149,0.019,4.04162577969613e-10
"Tb927.11.2030",4.60627545323059e-14,1.89515913623162,0.149,0.019,4.09359699528602e-10
"Tb927.11.13490",4.71624140927908e-14,2.39594105692701,0.106,0.005,4.19132374042632e-10
"Tb927.3.4120",4.88463424615182e-14,1.31283590773919,0.238,0.057,4.34097445455512e-10
"Tb927.10.14440",4.89539079809147e-14,2.3988131133355,0.117,0.008,4.35053380226389e-10
"Tb927.6.4280",4.96172954789207e-14,-1.65375371604334,0.457,0.562,4.40948904921168e-10
"Tb927.10.6480",5.01253059963391e-14,1.42236472715451,0.145,0.018,4.45463594389465e-10
"Tb927.8.1580",5.13254912004553e-14,1.56063375667086,0.174,0.029,4.56129640298446e-10
"Tb927.7.4410",5.2326806882337e-14,1.46161392074702,0.216,0.048,4.65028332763329e-10
"Tb927.10.14260",5.36704843756593e-14,2.19800941383826,0.131,0.013,4.76969594646484e-10
"Tb927.11.12210",5.53751677549321e-14,0.682923044663714,0.383,0.127,4.92119115838081e-10
"Tb927.11.16760",5.66666234859733e-14,0.709046299830204,0.447,0.166,5.03596282919845e-10
"Tb927.8.6580",5.67415161986885e-14,0.626348786234299,0.567,0.239,5.04261854457745e-10
"Tb927.11.6430",5.72294387623319e-14,0.813932731199804,0.422,0.156,5.08598022280843e-10
"Tb927.11.10660",5.79180067716654e-14,0.773967587868697,0.443,0.167,5.1471732617979e-10
"Tb927.2.4810",6.05638724034248e-14,1.41425574205375,0.216,0.048,5.38231134049237e-10
