"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tb927.11.1800",2.41458970917162e-32,-5.08281637825591,0.039,0.422,2.14584587454082e-28
"Tb927.8.6250",2.51890997825703e-32,2.87023190138002,0.291,0.024,2.23855529767702e-28
"Tb927.10.10460",2.52922194211112e-32,-6.07065553059211,0.014,0.396,2.24771953995416e-28
"Tb927.6.3000",2.69167492849451e-32,1.60931136513273,0.461,0.088,2.39209150895307e-28
"Tb927.9.4080",3.60162219667546e-32,1.45930838419907,0.511,0.111,3.20076164618548e-28
"Tb927.5.520",4.14277725208497e-32,1.98773484428109,0.355,0.046,3.68168614392791e-28
"Tb927.3.600",5.18446176907003e-32,-4.04058920969897,0.078,0.459,4.60743117417254e-28
"Tb927.11.5050",6.37948367139193e-32,1.87594956907645,0.401,0.068,5.66944713876601e-28
"Tb927.7.2640",6.63418430565532e-32,2.68022126319164,0.312,0.033,5.89579959243588e-28
"Tb927.6.1520",6.91829906982046e-32,1.28481718808496,0.826,0.444,6.14829238334945e-28
"Tb927.6.4730",7.04684830072032e-32,2.8338346091878,0.284,0.022,6.26253408485015e-28
"Tb927.8.2630",7.5018584745657e-32,1.47455713961973,0.567,0.153,6.66690162634654e-28
"Tb927.8.810",1.18616748798173e-31,2.62228889638773,0.287,0.024,1.05414704656937e-27
"Tb927.7.4450",1.27322910577963e-31,1.56960487809033,0.571,0.156,1.13151870630635e-27
"Tb927.7.7100",1.62143383874475e-31,1.81340754424989,0.472,0.102,1.44096825249246e-27
"Tb927.7.4500",1.69321522988431e-31,-5.01760992629862,0.032,0.409,1.50476037479819e-27
"Tb927.4.4730",2.0381346855194e-31,2.67546563699619,0.298,0.029,1.81129029502109e-27
"Tb927.1.220",2.68662890846617e-31,-2.08625181100553,0.433,0.658,2.38760711095389e-27
"Tb927.10.12780",3.71754243482699e-31,1.59714569644453,0.486,0.108,3.30377996183075e-27
"Tb927.4.4050",3.94805176216987e-31,2.27112670744202,0.312,0.033,3.50863360104036e-27
"Tb927.9.5690",4.12451693987047e-31,-1.94475774125351,0.358,0.648,3.66545820446289e-27
"Tb927.7.6990",4.60906243388027e-31,2.13150663458151,0.337,0.043,4.0960737849894e-27
"Tb927.10.9440",7.60757045680157e-31,1.70424173623786,0.454,0.096,6.76084786495956e-27
"Tb927.3.1560",1.59936910511581e-30,1.92858047911993,0.39,0.067,1.42135932371642e-26
"Tb927.8.6150",2.41049095705032e-30,-2.44641142894341,0.22,0.565,2.14220331353062e-26
"Tb927.11.10810",2.49842066403936e-30,-2.47907036189516,0.273,0.586,2.22034644413178e-26
"Tb927.11.5960",2.74285265242929e-30,-6.64344603363381,0.007,0.368,2.43757315221391e-26
"Tb927.10.310",3.42615560764502e-30,1.36296871713642,0.617,0.188,3.04482448851413e-26
"Tb927.1.600",3.5619225598945e-30,1.88973803943048,0.383,0.067,3.16548057897824e-26
"Tb927.6.1760",4.60114463953671e-30,2.23958782826496,0.326,0.043,4.08903724115627e-26
"Tb927.11.11740",5.03135834208067e-30,1.95893446881591,0.362,0.056,4.47136815860709e-26
"Tb927.1.3070",6.84254904702202e-30,2.00317002876282,0.351,0.053,6.08097333808847e-26
"Tb927.6.3650",7.25696348446875e-30,1.84272884194415,0.358,0.054,6.44926344864737e-26
"Tb927.11.8840",8.87775858875185e-30,-7.582310193853,0.004,0.358,7.88966405782376e-26
"Tb927.10.7330",1.0681992371902e-29,-3.09821746676342,0.16,0.506,9.49308662090931e-26
"Tb927.10.7180",1.52593145378338e-29,3.65723379251003,0.216,0.006,1.35609528297729e-25
"Tb927.6.3490",1.640000500436e-29,0.827254468618398,0.986,0.79,1.45746844473747e-25
"Tb927.1.3310",1.71623632327359e-29,1.44240884240459,0.504,0.123,1.52521922049324e-25
"Tb927.10.15700",1.88069845796068e-29,1.62950130114086,0.45,0.099,1.67137671958965e-25
"Tb927.7.7170",2.72283192551393e-29,1.7554839020041,0.401,0.076,2.41978073220423e-25
"Tb927.2.1180",2.8739353025437e-29,-3.04499173857417,0.149,0.495,2.55406630337058e-25
"Tb927.3.3410",4.0815927947332e-29,2.33313490127557,0.323,0.043,3.62731151667939e-25
"Tb927.4.2450",5.04572077559854e-29,1.44556021839728,0.511,0.126,4.48413205327442e-25
"Tb927.7.4270",9.22346742112422e-29,3.90772129095844,0.216,0.008,8.1968954971531e-25
"Tb927.11.3140",9.67721138012093e-29,2.13067532063747,0.34,0.053,8.60013775351347e-25
"Tb927.6.870",1.05644250376733e-28,1.782535109258,0.372,0.064,9.38860453098029e-25
"Tb927.1.2420",1.50322652182725e-28,-3.95182669091559,0.074,0.427,1.33591740994788e-24
"Tb927.7.2160",1.74956251148218e-28,1.53680355899054,0.546,0.156,1.55483620395421e-24
"Tb927.9.6210",1.99871132874221e-28,1.68108711197725,0.429,0.094,1.7762547578532e-24
"Tb927.10.7210",2.92910635696652e-28,2.86817027364946,0.245,0.018,2.60309681943615e-24
"Tb927.7.3700",3.13242658417817e-28,1.15540886412883,0.642,0.201,2.78378750535914e-24
"Tb927.4.4380",3.34593283167933e-28,1.50025885066356,0.475,0.118,2.97353050751342e-24
"Tb927.7.6660",3.70858252702564e-28,3.70768843098998,0.213,0.008,3.29581729176768e-24
"Tb927.11.5820",7.13981854686979e-28,2.53700619141242,0.255,0.022,6.34515674260318e-24
"Tb927.10.6200",7.43727645358377e-28,2.65362081432832,0.27,0.027,6.6095075842999e-24
"Tb927.8.910",9.61144169515348e-28,0.867844525016706,0.936,0.701,8.54168823448289e-24
"Tb927.6.2100",1.00686735096283e-27,-3.65776557957718,0.11,0.447,8.9480301480067e-24
"Tb927.11.6140",1.04699223339472e-27,-2.31724030454011,0.248,0.561,9.30461997817887e-24
"Tb927.11.13360",1.13798656335865e-27,2.82414602880412,0.259,0.024,1.01132865885683e-23
"Tb927.4.400",1.36344727112548e-27,1.8034232032391,0.387,0.075,1.21169558984922e-23
"Tb927.11.1420",1.39785632641629e-27,2.03020781687269,0.309,0.041,1.24227491728616e-23
"Tb927.9.13650",1.52142735203432e-27,-3.83832817965411,0.089,0.428,1.3520924877529e-23
"Tb927.8.7580",2.16734923258958e-27,1.31780211791424,0.511,0.131,1.92612326300236e-23
"Tb927.10.1100",2.40323091626802e-27,-1.64520389085826,0.521,0.691,2.13575131528739e-23
"Tb927.7.6340",2.40326034481604e-27,1.46600324739782,0.525,0.148,2.13577746843802e-23
"Tb927.11.3280",2.72361504300867e-27,1.34949208161575,0.482,0.121,2.4204766887218e-23
"Tb927.5.2480",2.84015201077151e-27,-2.17063141683805,0.348,0.605,2.52404309197264e-23
"Tb927.9.4680",2.97403315935739e-27,1.30790226711009,0.681,0.274,2.64302326872091e-23
"Tb927.11.15450",3.38288957811547e-27,2.11645121858493,0.305,0.041,3.00637396807122e-23
"Tb927.2.2270",3.45473332318235e-27,3.76998240679985,0.216,0.011,3.07022150431216e-23
"Tb927.11.8210",3.69753753463192e-27,3.822314813147,0.206,0.008,3.28600160702738e-23
"Tb927.10.15120",4.98354726290161e-27,-2.50608368462696,0.22,0.532,4.42887845254066e-23
"Tb927.11.8470",5.49372758332941e-27,-1.7001530923771,0.472,0.678,4.88227570330485e-23
"Tb927.11.9720",6.72710539864339e-27,-2.07554235907889,0.34,0.605,5.97837856777438e-23
"Tb927.8.6500",7.20178247726056e-27,2.28904225292944,0.277,0.032,6.40022408754146e-23
"Tb927.11.11360",7.34480864080399e-27,-1.65251116731974,0.479,0.677,6.5273314390825e-23
"Tb927.9.17640",9.25246263347695e-27,-6.82567107911495,0.004,0.328,8.22266354237097e-23
"Tb927.2.3800",1.05092406392223e-26,2.21602850475133,0.277,0.032,9.33956215607688e-23
"Tb927.8.2640",2.02871063294257e-26,1.24328462247501,0.521,0.143,1.80291513949606e-22
"Tb927.11.2670",2.03377242127091e-26,1.55020714342686,0.426,0.097,1.80741355078346e-22
"Tb927.2.560",2.73786675353467e-26,-2.57116519534033,0.241,0.532,2.43314218386627e-22
"Tb927.11.4910",3.27699556779713e-26,1.98068664314636,0.305,0.045,2.91226596110131e-22
"Tb927.3.3160",4.27178154336017e-26,2.58255325294145,0.273,0.033,3.79633225758418e-22
"Tb927.11.10920",4.52329621901229e-26,3.48969502293868,0.199,0.008,4.01985334983622e-22
"Tb927.11.9700",6.18246333230172e-26,-2.3003061967181,0.259,0.553,5.49435516341654e-22
"Tb927.7.5970",6.64736746274418e-26,2.11496601518636,0.309,0.048,5.90751546414075e-22
"Tb927.10.4560",7.05098073875593e-26,2.51755682449336,0.255,0.027,6.2662065825324e-22
"Tb927.2.4200",8.07161330350721e-26,3.78293577449008,0.191,0.006,7.17324274282686e-22
"Tb927.7.5780",8.8366911155446e-26,2.31576481242822,0.277,0.035,7.85316739438449e-22
"Tb927.6.1550",1.01264808422897e-25,2.8346719949846,0.227,0.018,8.99940352454282e-22
"Tb927.10.12260",1.01478146689149e-25,3.13843518205087,0.202,0.01,9.01836289626467e-22
"Tb927.10.14090",1.08888129857063e-25,3.0895751185237,0.213,0.013,9.67688810039715e-22
"Tb927.9.8070",1.34420730785662e-25,-2.56481125127865,0.216,0.51,1.19459703449218e-21
"Tb927.8.1890",1.54069415263349e-25,2.72268063245004,0.227,0.018,1.36921489344539e-21
"Tb927.11.17000",1.70006365591778e-25,-5.7565997719794,0.014,0.33,1.51084657101413e-21
"Tb927.8.7980",1.71650618672948e-25,1.5229906428223,0.422,0.1,1.52545904814649e-21
"Tb927.6.4440",2.84684812331353e-25,1.53970540100918,0.44,0.108,2.52999392718873e-21
"Tb927.10.8650",3.49322428531686e-25,2.66726883834645,0.22,0.016,3.10442842236109e-21
"Tb927.9.9300",3.8012213959495e-25,1.907012177266,0.284,0.038,3.37814545458032e-21
"Tb927.11.6860",3.88006014715374e-25,-3.28491400371878,0.099,0.422,3.44820945277553e-21
"Tb927.7.5370",3.91102249740328e-25,2.22247526098438,0.287,0.041,3.4757256934423e-21
"Tb927.10.3390",4.20065057727024e-25,2.07847415151602,0.28,0.038,3.73311816802006e-21
"Tb927.11.14250",4.20452301952136e-25,1.48779224254202,0.418,0.099,3.73655960744863e-21
"Tb927.6.630",4.46062553303494e-25,1.65466677453383,0.387,0.084,3.96415791120815e-21
"Tb927.11.1710",4.56599047956741e-25,1.84095579750176,0.301,0.046,4.05779573919155e-21
"Tb927.7.2670",4.82612208576329e-25,3.87522822636844,0.181,0.005,4.28897469761784e-21
"Tb927.1.4100",5.10940676149945e-25,1.39733070335203,0.433,0.107,4.54072978894456e-21
"Tb927.8.7850",5.67926833849937e-25,1.19951979321591,0.592,0.197,5.04716577242439e-21
"Tb927.11.7580",5.73091322108973e-25,1.94400182563337,0.252,0.027,5.09306257958244e-21
"Tb927.10.7860",5.98976759938717e-25,1.09382105346127,0.706,0.277,5.32310646557537e-21
"Tb927.11.13280",6.47872949346387e-25,1.3928878814802,0.415,0.096,5.75764690084134e-21
"Tb927.7.710",8.18957834551391e-25,1.61581884531841,0.358,0.07,7.27807827565821e-21
"Tb927.9.5040",9.86367791010809e-25,1.4434657877149,0.404,0.091,8.76585055871306e-21
"Tb927.11.2930",1.01781255505305e-24,1.66764816826667,0.305,0.048,9.04530017675647e-21
"Tb927.8.3100",1.1506134127744e-24,2.31225856173024,0.273,0.037,1.02255013993261e-20
