"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tb927.9.10230",6.33730450807763e-76,-1.55774300356632,0.457,0.966,5.67062007382786e-72
"Tb927.6.3740",7.06292862235763e-74,-2.0875301121852,0.216,0.862,6.31990853128561e-70
"Tb927.10.4560",6.11123454721767e-73,-1.85215425411281,0.255,0.895,5.46833267285037e-69
"Tb927.10.15410",2.07292793236916e-72,-1.28492850440553,0.56,0.987,1.85485591388393e-68
"Tb927.10.8940",3.30436057842593e-72,-0.818621021849843,0.911,1,2.95674184557552e-68
"Tb927.6.3800",1.92631167752527e-71,-2.1945695937448,0.184,0.822,1.72366368904961e-67
"Tb927.9.11270",3.31573236367487e-71,-1.8639085185839,0.262,0.888,2.96691731901627e-67
"MURF4",3.54484695026996e-71,2.79503806219977,0.798,0.607,3.17192905110156e-67
"Tb927.9.11580",1.78477396065532e-70,-1.69878330247469,0.326,0.925,1.59701573999438e-66
"Tb927.10.2560",7.17667555881436e-70,-1.60293102360607,0.348,0.939,6.42168929002709e-66
"Tb927.8.910",6.37520246007586e-69,1.28945574176748,0.936,0.95,5.70453116127588e-65
"Tb927.10.12800",1.64981826873965e-68,3.24426337187615,0.621,0.256,1.47625738686824e-64
"Tb927.10.12260",4.07068077555695e-68,-2.08056241194915,0.202,0.819,3.64244515796836e-64
"Tb927.9.9370",3.98666804506923e-67,3.20764643811916,0.567,0.213,3.56727056672795e-63
"Tb927.7.7430",2.07825116961521e-66,-2.49734768673016,0.131,0.742,1.85961914657169e-62
"Tb927.6.2790",2.6119807381136e-66,-1.27856805284219,0.546,0.971,2.33720036446405e-62
"Tb927.11.5950",1.04674013364643e-65,-1.84000636573123,0.223,0.85,9.36623071586826e-62
"Tb11.v5.1035",2.18050661871991e-65,-2.54075384769513,0.106,0.722,1.95111732243057e-61
"Tb927.1.2160",5.81352793439863e-65,2.69219436416669,0.688,0.379,5.20194479569989e-61
"Tb927.5.2570",2.32465546778987e-64,-2.00608042917147,0.195,0.808,2.08010171257837e-60
"Tb927.10.12840",1.03789924490185e-63,-1.28111427095942,0.504,0.962,9.28712244338178e-60
"Tb927.5.3620",1.3828611030107e-61,2.01269689129734,0.798,0.652,1.23738411497397e-57
"Tb927.10.14820",1.94428650451329e-61,-2.15792302379012,0.152,0.753,1.73974756423849e-57
"Tb927.4.3950",2.2440628284827e-61,-1.15170471208943,0.596,0.978,2.00798741892632e-57
"Tb927.10.15760",3.65904609336272e-60,-1.2041982061225,0.553,0.972,3.27411444434096e-56
"Tb927.8.730",2.24324643643817e-59,-1.47911049285033,0.365,0.919,2.00725691132488e-55
"Tb927.10.9080",3.59449602293483e-59,-1.02987757490591,0.656,0.994,3.21635504132209e-55
"Tb927.7.2980",2.50258996737887e-58,-1.86974408009802,0.209,0.792,2.23931750281061e-54
"Tb927.5.2320",2.54323379770787e-58,-2.31452275546024,0.117,0.691,2.275685602189e-54
"Tb927.10.7410",3.79471150205615e-58,-1.37899611059675,0.401,0.924,3.39550785203984e-54
"Tb10.v4.0128",6.19204283209879e-58,-1.71542486320438,0.202,0.798,5.54063992616199e-54
"Tb927.7.1320",1.11237109456805e-57,-2.0327894714418,0.199,0.758,9.9534965541949e-54
"Tb927.3.1380",2.34739470598669e-57,-1.33071271950555,0.418,0.935,2.10044878291689e-53
"Tb927.8.7410",2.36094274069443e-56,-1.0324624966323,0.656,0.983,2.11257156437338e-52
"Tb927.8.2540",8.0628660962684e-56,-2.06967031705724,0.163,0.739,7.21465258294096e-52
"Tb927.10.5690",1.36697774555455e-55,4.50096670994438,0.209,0.025,1.22317168672221e-51
"Tb927.10.5840",1.87089267366558e-55,-1.56827803070588,0.255,0.821,1.67407476439596e-51
"Tb927.11.11520",2.5032600392236e-55,-1.4079210612612,0.379,0.909,2.23991708309728e-51
"Tb927.9.4750",2.58753930757816e-55,-0.998223471428187,0.638,0.994,2.31533017242094e-51
"Tb1.NT.27",3.12336422686851e-55,-1.08620186386329,0.585,0.981,2.79478631020194e-51
"Tb927.10.13360",3.54930198902808e-55,-1.47709792886553,0.319,0.862,3.17591541978233e-51
"Tb927.11.1280",4.11340869746145e-55,2.91541800329001,0.553,0.232,3.68067810248851e-51
"Tb927.7.2700",5.73698164155788e-55,-1.66856997775855,0.223,0.807,5.13345117286599e-51
"Tb927.5.1400",8.86239229323767e-54,5.08720128112043,0.138,0.009,7.93006862398906e-50
"Tb927.10.9450",1.06940023103157e-53,3.96841621955532,0.245,0.037,9.56899326727053e-50
"Tb927.10.8510",1.26900047167126e-53,-1.58001055176527,0.252,0.823,1.13550162205144e-49
"Tb11.v5.0498",2.19479347214653e-53,1.59532471420786,0.823,0.773,1.96390119887671e-49
"Tb927.11.1270",2.87445714328984e-53,-1.75474375336313,0.195,0.758,2.57206425181575e-49
"Tb927.11.14250",3.55491400633981e-53,-1.25258468786542,0.418,0.926,3.18093705287287e-49
"Tb927.6.4300",4.6685986420296e-53,-2.84560442543313,0.06,0.596,4.17746206488809e-49
"COIII",7.60476751600096e-53,1.70241545349091,0.897,0.99,6.80474597331765e-49
"Tb927.5.2000",1.43626874517621e-52,2.78935628834194,0.567,0.257,1.28517327318367e-48
"Tb927.11.1710",9.2741808784645e-52,-1.41282145338862,0.301,0.853,8.29853705005003e-48
"Tb11.v5.0883",1.71103541117211e-51,-3.28459940969098,0.043,0.563,1.5310344859168e-47
"Tb927.9.7390",6.55228464258871e-51,5.65545236353124,0.103,0.004,5.86298429818838e-47
"Tb927.10.14790",1.10195292516361e-50,-1.4046978195548,0.298,0.851,9.86027477436401e-47
"Tb927.11.1900",1.56309157023256e-50,-1.43115899502276,0.301,0.855,1.3986543370441e-46
"Tb927.8.6650",1.65748871194301e-50,2.65581189003306,0.617,0.347,1.48312089944661e-46
"Tb927.10.12710",5.88663564715221e-50,-1.44111750521302,0.28,0.832,5.2673615770718e-46
"Tb11.v5.0295",2.93165291965699e-48,-1.23927947277819,0.372,0.894,2.62324303250907e-44
"Tb927.10.12750",3.3778356503787e-48,3.75878426111095,0.273,0.054,3.02248733995886e-44
"Tb927.1.710",3.60968039211919e-48,-2.37070628236068,0.078,0.593,3.22994201486825e-44
"Tb927.10.8020",4.12188021041852e-48,-2.17828349708248,0.117,0.635,3.68825841228249e-44
"Tb927.8.5120",7.394184075143e-48,-0.860925374454816,0.702,0.994,6.61631591043796e-44
"Tb927.10.10920",1.00333813882513e-47,-1.23751036385815,0.344,0.889,8.97786966620723e-44
"Tb927.7.1050",1.47442387833888e-47,-1.42528247338178,0.305,0.833,1.31931448633763e-43
"Tb927.3.1790",1.4395665099652e-46,-1.39233973173536,0.277,0.817,1.28812411311686e-42
"Tb927.11.16760",1.03051787596492e-45,-1.10944485560284,0.447,0.919,9.22107395413414e-42
"Tb927.10.7090",1.44277528349026e-45,2.00086978684139,0.745,0.604,1.29099532366708e-41
"Tb927.10.1570",1.51533561874804e-45,-1.19404862653996,0.379,0.888,1.35592231165575e-41
"Tb927.3.3940",2.73766029414298e-45,1.26376031466562,0.851,0.888,2.44965843119914e-41
"Tb11.v5.0153",6.54836999895992e-45,-1.57509372472206,0.177,0.712,5.85948147506934e-41
"Tb927.11.11330",6.64026862820789e-45,-1.88988488118508,0.149,0.663,5.94171236852042e-41
"Tb927.11.4460",2.06805835828422e-44,-1.41077905921642,0.216,0.75,1.85049861899272e-40
"Tb927.11.11680",2.31139918251154e-44,-0.985008918960755,0.574,0.971,2.06823998851132e-40
"Tb927.4.5010",9.05768425563265e-44,-1.18280572178482,0.365,0.868,8.1048158719401e-40
"Tb927.3.2600",1.22450634483523e-43,-1.34242974671896,0.252,0.778,1.09568827735857e-39
"Tb927.7.1470",1.68925445652764e-43,-1.9831788147782,0.121,0.61,1.51154488770093e-39
"Tb927.9.7380",1.76144087055553e-43,5.3913863365866,0.106,0.006,1.57613729097309e-39
"Tb927.9.10310",1.88884384518528e-43,-1.35068738891034,0.259,0.787,1.69013747267179e-39
"Tb927.9.10100",2.22586424649197e-43,-1.63402759628776,0.17,0.697,1.99170332776101e-39
"Tb927.2.2060",4.63677768810924e-43,4.25509037517924,0.167,0.02,4.14898867532015e-39
"Tb927.9.13785",5.9788276163729e-43,-1.82144464197536,0.142,0.639,5.34985495113047e-39
"Tb927.11.3240",9.19938817270167e-43,-1.33078557870958,0.298,0.8,8.23161253693345e-39
"Tb927.5.2260",1.2667387894759e-42,-2.51281160322265,0.06,0.537,1.13347786882303e-38
"Tb927.11.5440",1.4021022911891e-42,-1.51307610046746,0.191,0.717,1.25460113015601e-38
"Tb927.7.840",1.96968165021436e-42,-1.88799002124781,0.099,0.586,1.76247114061181e-38
"Tb927.4.4940",4.70230048745335e-42,-1.6840059138192,0.181,0.681,4.20761847617326e-38
"Tb927.10.1390",4.82208958208084e-42,-1.75387915079658,0.156,0.655,4.31480575804593e-38
"Tb927.5.2160",5.11138953039903e-42,-2.16609318397548,0.092,0.572,4.57367135180105e-38
"Tb927.2.340",5.28781291270972e-42,-1.16173138662253,0.401,0.894,4.73153499429266e-38
"Tb927.3.3490",1.6827203110538e-41,-1.52728942645996,0.206,0.697,1.50569813433094e-37
"Tb927.5.3350",2.39075556845024e-41,-2.37577796137975,0.053,0.513,2.13924808264927e-37
"Tb927.8.1990",3.7919740878363e-41,-1.51894470785017,0.177,0.681,3.39305841379592e-37
"Tb927.7.4060",4.43530332493552e-41,-1.91974438859609,0.135,0.615,3.9687094151523e-37
"Tb927.4.4730",6.4834234244959e-41,-1.22969751612039,0.298,0.807,5.80136728023893e-37
"Tb927.8.760",9.92305853923477e-41,-2.11659301263778,0.096,0.571,8.87915278090728e-37
"Tb927.5.800",1.83122912351808e-40,1.11953184667447,0.897,0.964,1.63858381972397e-36
"Tb927.10.10910",1.83277349629667e-40,-2.02134110882962,0.113,0.58,1.63996572448626e-36
"Tb927.8.3750",2.20133627873256e-40,-1.84118578435676,0.145,0.63,1.9697557022099e-36
"Tb927.11.1980",3.38072368095312e-40,-0.909448836816105,0.507,0.943,3.02507154971685e-36
"Tb927.1.120",4.409191202251e-40,-1.30096768661568,0.245,0.762,3.9453442877742e-36
"Tb927.10.15140",6.51171027414317e-40,-1.74569750222491,0.124,0.593,5.82667835330331e-36
"Tb927.2.4550",2.6890448142084e-39,-1.71193070156297,0.142,0.619,2.40615729975368e-35
"Tb927.11.14090",2.73318963825785e-39,-1.12473491515555,0.351,0.851,2.44565808831313e-35
"Tb927.10.12700",3.20077977893935e-39,-1.11025879976269,0.383,0.869,2.86405774619493e-35
"Tb927.10.1500",4.65235352856911e-39,-1.46937555311318,0.181,0.682,4.16292593736364e-35
"Tb927.11.6590",5.39692936160592e-39,-1.30426198938983,0.273,0.761,4.82917239276497e-35
"Tb927.11.7900",7.17280174052911e-39,-1.26493747718157,0.23,0.729,6.41822299742545e-35
"Tb927.5.1710",7.19096298494814e-39,-1.27938083909955,0.216,0.72,6.4344736789316e-35
"Tb927.11.1650",1.53080614611611e-38,-1.9272189063781,0.106,0.562,1.3697653395447e-34
"Tb927.2.5160",1.76409372622986e-38,-1.76869274563158,0.131,0.601,1.57851106623048e-34
"Tb927.5.2930",3.48189456364295e-38,-1.44571545303837,0.181,0.671,3.11559925554771e-34
"ND1",3.53831668982695e-38,-0.873287374593053,0.284,0.803,3.16608577405715e-34
"Tb927.11.7350",3.96169527380583e-38,-1.38771681056414,0.248,0.722,3.54492493100146e-34
"Tb927.11.9610",4.49975148454018e-38,-1.99105979123127,0.103,0.554,4.02637762836655e-34
"Tb927.11.3980",5.39088150619537e-38,-1.51874705234446,0.167,0.647,4.82376077174362e-34
"Tb927.7.3700",6.14414244264625e-38,2.00093193336934,0.642,0.437,5.49777865767987e-34
"Tb927.5.2430",6.90327192926128e-38,-2.54287439035926,0.071,0.502,6.17704772230299e-34
"Tb927.10.10590",1.0096556279883e-37,-2.71397316844505,0.074,0.504,9.03439855923929e-34
"Tb927.4.1000",1.08945039206725e-37,2.05145588789557,0.642,0.466,9.74840210821777e-34
"Tb927.1.4650",1.30474703839568e-37,2.26427485753873,0.663,0.502,1.16748764995646e-33
"Tb927.11.18700",1.50940235901857e-37,-1.29493693553166,0.252,0.752,1.35061323084981e-33
"Tb927.8.870",1.84592754465681e-37,1.74543143828136,0.72,0.615,1.65173596695892e-33
"Tb927.11.4450",3.78886410613845e-37,-1.64998650830819,0.163,0.626,3.39027560217269e-33
"Tb927.1.3830",4.08552790274657e-37,-2.33990144382325,0.064,0.498,3.65573036737763e-33
"Tb927.8.7850",4.22381597445417e-37,2.2362877717734,0.592,0.373,3.77947053394159e-33
"Tb927.5.1990",6.31334111047373e-37,1.57549733873108,0.755,0.685,5.64917762565189e-33
"Tb927.11.13090",3.38025423546897e-36,-1.71093399011453,0.103,0.554,3.02465148989764e-32
"Tb927.4.3450",3.52143726335276e-36,-1.4345712296941,0.152,0.631,3.15098206324805e-32
"Tb927.10.1060",4.3462609341919e-36,-0.909919656148155,0.532,0.949,3.88903428391491e-32
"Tb927.9.6210",7.48733505644454e-36,-1.0038653137935,0.429,0.892,6.69966740850658e-32
"Tb927.1.580",9.0608648503975e-36,2.40831390878768,0.539,0.305,8.10766186813568e-32
"Tb927.10.8190",9.6659483172967e-36,-1.4733078700592,0.174,0.634,8.64909055431708e-32
"Tb927.8.1890",2.12667747692149e-35,-1.17074201735196,0.227,0.708,1.90295100634935e-31
"Tb927.7.7420",4.1315660420384e-35,-1.50811372843359,0.174,0.645,3.69692529441596e-31
"Tb927.11.9860",4.56826218803863e-35,-1.30081268107054,0.273,0.735,4.08768100585696e-31
"Tb927.7.5795",5.14425569464273e-35,2.73066493932752,0.394,0.154,4.60307999556631e-31
"Tb927.7.2640",8.21527245740867e-35,-0.997604114730714,0.312,0.817,7.35102579488928e-31
"Tb10.v4.0129",8.41330181984582e-35,-0.842985499615797,0.447,0.912,7.52822246839804e-31
"Tb927.6.2100",1.08989507340477e-34,-1.93822083038519,0.11,0.535,9.75238111682585e-31
"Tb05.5K5.270",1.31237177196654e-34,4.05721074818748,0.135,0.016,1.17431026155566e-30
"Tb927.10.3930",1.39870449444389e-34,-0.957480822118056,0.351,0.852,1.25156078162839e-30
"Tb927.6.4480",1.58442631814346e-34,-1.38760453681171,0.156,0.622,1.41774466947477e-30
"Tb927.11.8470",3.46362150589282e-34,2.62709505454335,0.472,0.231,3.09924852347289e-30
"Tb927.10.11300",4.139300042708e-34,-1.24711548535771,0.23,0.703,3.70384567821512e-30
"Tb927.7.3970",4.39917515916877e-34,1.21391280491012,0.848,0.898,3.93638193242421e-30
"Tb927.3.5340",7.92772791300492e-34,-1.46717631633625,0.135,0.581,7.09373093655681e-30
"Tb927.10.8030",8.85318307399454e-34,-1.41046009661139,0.181,0.639,7.92182821461031e-30
"Tb927.11.16130",1.11477925813434e-33,-1.15562108655337,0.199,0.667,9.97504480178607e-30
"Tb927.11.3250",2.33380185447739e-33,-1.17443482224871,0.319,0.764,2.08828589938637e-29
"Tb927.2.5660",2.58408253607108e-33,-1.53753340871072,0.156,0.601,2.3122370532764e-29
"Tb927.11.14000",3.99138314056067e-33,-0.90482875612958,0.312,0.811,3.57148963417369e-29
"Tb927.10.3940",4.91632640259484e-33,-1.84377258616482,0.071,0.482,4.39912886504186e-29
"Tb927.10.520",5.6467373416317e-33,-1.12816246022426,0.23,0.713,5.05270057329205e-29
"Tb927.10.4280",7.70916472138226e-33,-1.5927957288038,0.131,0.563,6.89816059269285e-29
"Tb927.8.4430",1.01309258413308e-32,-1.36051671816046,0.163,0.607,9.06515244282279e-29
"Tb10.v4.0217",1.22870189996586e-32,4.21100992755537,0.106,0.01,1.09944246008945e-28
"Tb927.7.4070",1.34549628738374e-32,-0.98667568313206,0.369,0.841,1.20395007795097e-28
"Tb927.3.930",2.24421748525145e-32,-1.13348841689232,0.309,0.767,2.008125805803e-28
"Tb927.4.1360",2.55111995950483e-32,-2.13354168316997,0.096,0.499,2.28274213976492e-28
"Tb927.10.9220",3.35232499313053e-32,3.16656419972918,0.277,0.079,2.9996604038532e-28
"Tb927.4.2310",4.55145226742432e-32,-1.52785496887311,0.131,0.563,4.07263948889128e-28
"Tb927.6.1790",5.66970485709602e-32,1.72576588707499,0.674,0.551,5.07325190612952e-28
"Tb927.9.2470",8.37562864725242e-32,-0.646926681882587,0.67,0.981,7.49451251356146e-28
"Tb927.9.5320",1.00229493244788e-31,-1.18099403987102,0.241,0.717,8.96853505554366e-28
"Tb927.3.2180",2.02656759499385e-31,-1.19450556535483,0.181,0.636,1.8133726840005e-27
"Tb927.8.6110",2.87279979727016e-31,-0.986503290656991,0.348,0.811,2.57058125859734e-27
"Tb927.11.740",3.00241232327519e-31,-0.915600251209826,0.401,0.855,2.68655854686664e-27
"Tb927.11.14120",3.18961234163242e-31,-1.46540284419292,0.131,0.556,2.85406512329269e-27
"Tb927.5.3400",3.47171542090122e-31,-1.78278717484002,0.099,0.506,3.10649095862241e-27
"Tb927.8.6000",5.4267089783114e-31,-1.03687039408207,0.301,0.76,4.85581919379304e-27
"Tb927.1.1500",5.83601325712119e-31,2.23334852401891,0.504,0.28,5.22206466247204e-27
"Tb927.7.4390",6.94063491825019e-31,-1.31648941454576,0.195,0.634,6.21048012485027e-27
"Tb927.9.7470",7.31091417252638e-31,1.02608297044579,0.865,0.981,6.54180600157661e-27
"Tb927.8.7780",9.80145813023241e-31,2.9278702884017,0.291,0.091,8.77034473493196e-27
"Tb927.6.2030",1.35702421697677e-30,1.89289269430042,0.603,0.43,1.21426526935081e-26
"Tb927.9.15170",1.38534799422419e-30,-1.02784887612351,0.248,0.711,1.2396093852318e-26
"Tb927.10.9830",1.76148340165186e-30,-1.40632873169942,0.145,0.564,1.57617534779808e-26
"Tb927.10.6510",2.78998260773464e-30,-2.82372348069139,0.032,0.392,2.49647643740095e-26
"Tb927.10.6630",2.94681968470681e-30,-1.84895396620484,0.057,0.432,2.63681425387565e-26
"Tb927.11.13520",4.22414334878425e-30,-1.09545393504508,0.227,0.67,3.77976346849214e-26
"Tb927.10.7180",5.13093130080982e-30,-1.07925565444257,0.216,0.661,4.59115732796463e-26
"Tb927.2.560",8.98933175889473e-30,-1.0953784241655,0.241,0.694,8.04365405785901e-26
"Tb927.6.3840",1.57857209295734e-29,-0.780806685629748,0.496,0.916,1.41250630877823e-25
"Tb927.11.16820",2.01637568881558e-29,1.49919900141957,0.713,0.674,1.80425296635218e-25
"Tb927.1.2260",2.2300996431502e-29,-0.575493720618407,0.812,0.994,1.9954931606908e-25
"Tb927.7.6090",2.25888051538085e-29,-0.794502690332975,0.401,0.859,2.02124628516279e-25
"Tb927.11.15370",2.95165396237835e-29,-1.22746145863831,0.174,0.597,2.64113996553615e-25
"Tb927.11.2650",2.98433530070215e-29,-0.882976317271833,0.245,0.699,2.67038322706828e-25
"Tb927.9.8880",8.10452929683551e-29,-1.38046341888423,0.17,0.587,7.25193281480841e-25
"Tb927.7.3440",1.33064428557012e-28,-1.61827916844556,0.117,0.502,1.19066050672815e-24
"Tb927.5.2940",2.07400419847778e-28,-1.4902725061731,0.121,0.518,1.85581895679792e-24
"Tb927.2.1120",2.10378033589049e-28,-1.0698749593271,0.174,0.613,1.88246264455481e-24
"Tb927.9.15190",3.2014999504424e-28,-0.961539548097513,0.184,0.604,2.86470215565586e-24
"Tb927.11.13190",3.95898806049988e-28,-1.74154370594237,0.096,0.476,3.5425025165353e-24
"Tb927.11.630",4.4461479425834e-28,-1.12983889339292,0.199,0.614,3.97841317902363e-24
"Tb927.11.12120",5.81272498222695e-28,2.59418058456604,0.418,0.203,5.20122631409667e-24
"Tb927.10.15180",6.32379734322004e-28,-0.89500078057385,0.28,0.729,5.6585338627133e-24
"Tb927.9.15420",6.91874265357103e-28,-0.889044203486882,0.362,0.815,6.19089092641536e-24
"Tb927.4.2000",7.42955288720501e-28,-1.05140801851841,0.23,0.663,6.64796392347105e-24
"Tb927.10.9190",1.05892188736971e-27,-0.893114029166473,0.294,0.749,9.47523304818412e-24
"Tb927.8.770",1.06046353736885e-27,-1.55320403286391,0.117,0.498,9.48902773237644e-24
"Tb927.3.4080",1.59491401562115e-27,-0.984958683754919,0.241,0.679,1.42712906117781e-23
"Tb927.10.8530",1.65073084525868e-27,-0.820821664489152,0.436,0.885,1.47707396033747e-23
"Tb927.5.3250",1.92107656633006e-27,-1.11925979994299,0.184,0.604,1.71897931155214e-23
"Tb927.9.15360",2.66190831170095e-27,-0.882688988701666,0.333,0.776,2.38187555731001e-23
"Tb927.4.4910",2.8461036865331e-27,-1.81201089293317,0.074,0.436,2.54669357870982e-23
"Tb11.v5.0508",2.92844781759456e-27,-1.39241224121552,0.113,0.493,2.62037510718362e-23
"Tb927.9.14990",3.49691338741494e-27,-2.15258304961326,0.05,0.387,3.12903809905889e-23
"Tb927.9.8815",4.66833010388877e-27,-1.75378716827511,0.082,0.439,4.17722177695967e-23
"Tb927.11.16730",4.73413644054448e-27,-0.93804506080639,0.376,0.807,4.2361052869992e-23
"Tb927.4.5310",7.7466171801058e-27,2.13852428675876,0.56,0.401,6.93167305275867e-23
"Tb927.9.8420",1.0795865590281e-26,-1.10596608817133,0.287,0.704,9.6601405301834e-23
"Tb927.11.6250",1.34985521366823e-26,-1.99758231417957,0.064,0.416,1.20785044519033e-22
"Tb11.v5.0622",2.16918643983013e-26,-1.36924823857701,0.096,0.467,1.94098802636e-22
"Tb11.v5.0265",2.48801791622834e-26,-2.10294778055756,0.06,0.402,2.22627843144112e-22
"Tb927.3.5670",2.61655654022852e-26,3.83589272961696,0.128,0.02,2.34129479219648e-22
"Tb927.2.3300",2.99685370730403e-26,4.27501387813373,0.106,0.014,2.68158469729565e-22
"Tb927.4.3840",3.44385048691864e-26,-1.57628326405789,0.074,0.432,3.0815574156948e-22
"Tb927.11.510",4.64547270348828e-26,0.790826750912561,0.936,0.974,4.15676897508131e-22
"Tb11.v5.0652",4.72169611363986e-26,-1.66155991865418,0.092,0.447,4.22497368248495e-22
"Tb927.3.5180",5.27014837233806e-26,-0.706525337812397,0.571,0.941,4.7157287635681e-22
"Tb927.6.2740",5.38247269390102e-26,-0.804789044978223,0.248,0.693,4.81623656650264e-22
"Tb927.8.2780",5.75272124516792e-26,2.51321851751761,0.397,0.191,5.14753497017626e-22
"Tb927.8.4100",5.97491229544943e-26,-1.00216679462668,0.248,0.663,5.34635152196815e-22
"Tb927.11.3070",7.99188202795277e-26,-1.37360284380895,0.128,0.505,7.15113603861214e-22
"Tb927.10.15350",8.47783907162527e-26,1.0402427268365,0.784,0.842,7.58597040129029e-22
"Tb927.3.1690",9.44839973099553e-26,-0.900169653663942,0.266,0.706,8.4544280792948e-22
"Tb927.11.7500",1.1949056983336e-25,-1.93088421780801,0.071,0.416,1.0692016188689e-21
"Tb927.2.3780",1.20249495194165e-25,-0.995582625861787,0.216,0.632,1.07599248299739e-21
"Tb927.11.15020",1.64009838411573e-25,-1.36871119173019,0.135,0.512,1.46756003410676e-21
"Tb927.11.13020",1.80853238210995e-25,-1.43285419363672,0.117,0.484,1.61827477551198e-21
"Tb927.8.7340",2.98748618063301e-25,-1.66691830632191,0.106,0.456,2.67320263443042e-21
"Tb927.2.450",3.14579618953228e-25,-0.896018734454127,0.362,0.782,2.81485843039348e-21
"Tb927.8.8320",5.23716924870801e-25,2.74092593984838,0.273,0.093,4.68621904374392e-21
"Tb927.7.4520",7.12194637532797e-25,-2.01294658231969,0.05,0.374,6.37271761664347e-21
"Tb927.3.1350",7.63410724173629e-25,-1.97582876027757,0.053,0.38,6.83099915990563e-21
