"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tb927.8.3540",7.87300995228238e-25,-1.88020689311951,0.082,0.416,7.04476930530227e-21
"Tb927.6.3480",8.04650713542406e-25,2.11654647849207,0.528,0.359,7.20001458477744e-21
"Tb927.9.15820",8.16848278690256e-25,3.12078219610186,0.184,0.045,7.30915839772041e-21
"Tb927.8.7820",8.79443205182992e-25,2.90054859063668,0.443,0.253,7.86925779997741e-21
"Tb927.11.6140",9.55886296326407e-25,-0.700230428646833,0.248,0.665,8.55327057952869e-21
"Tb927.9.9210",1.15090535178516e-24,-0.744355381288604,0.33,0.763,1.02983010877736e-20
"Tb927.3.3670",1.54235708327184e-24,-1.71826124360972,0.067,0.404,1.38010111811165e-20
"Tb927.7.7040",1.78389744990436e-24,-0.778097140077294,0.358,0.798,1.59623143817442e-20
"Tb927.7.6590",1.99642905273764e-24,2.5568475595472,0.355,0.157,1.78640471638964e-20
"Tb927.1.4890",2.18627814057535e-24,3.91145083142501,0.11,0.016,1.95628168018682e-20
"Tb927.10.6730",2.26009563033922e-24,-1.16047831772706,0.184,0.564,2.02233357002753e-20
"Tb927.9.7000",2.46250518717568e-24,-1.46381861728303,0.099,0.451,2.2034496414848e-20
"Tb927.10.540",3.14750150920859e-24,-0.693835757261967,0.468,0.874,2.81638435043984e-20
"Tb927.10.180",3.1912179441755e-24,-1.77358368544525,0.071,0.398,2.85550181644824e-20
"Tb927.2.2770",3.4204143398801e-24,1.86089348926533,0.56,0.424,3.06058675132472e-20
"Tb927.10.2890",4.18273159754294e-24,-2.33732085267835,0.043,0.355,3.74270823348143e-20
"Tb927.11.11475",4.44224166973929e-24,-1.15118833340919,0.142,0.519,3.97491784608272e-20
"Tb927.11.12140",4.84972493356214e-24,2.89105291421322,0.259,0.088,4.33953387055141e-20
"Tb927.4.4990",5.33198275491101e-24,-1.52261965107744,0.092,0.431,4.77105816909438e-20
"Tb927.10.12890",5.38661630657074e-24,-0.894165675595034,0.259,0.663,4.81994427111949e-20
"Tb11.1810b",6.22359482104729e-24,-0.648443944240239,0.461,0.881,5.56887264587312e-20
"Tb927.7.1780",6.63001044914149e-24,-1.35391768087267,0.106,0.452,5.93253334989181e-20
"Tb927.5.3230",9.47558407434019e-24,-1.03981227895085,0.174,0.559,8.4787526297196e-20
"Tb927.5.2550",1.34417393762535e-23,-2.29250210477568,0.032,0.327,1.20276683938717e-19
"Tb927.11.12850",1.38818384642617e-23,-0.956878033150959,0.234,0.642,1.24214690578214e-19
"Tb927.11.11250",1.55840897489613e-23,-1.30988898080805,0.145,0.507,1.39446435073706e-19
"Tb927.9.12320",1.7511589934932e-23,-0.730650600312322,0.344,0.772,1.56693706737772e-19
"Tb927.11.13500",1.81232440125647e-23,-1.04060772728322,0.223,0.613,1.62166787424429e-19
"Tb927.11.11380",1.88807420571825e-23,-1.96274479422721,0.06,0.376,1.68944879927669e-19
"Tb927.11.16575",2.20450792461184e-23,-1.51208458450582,0.071,0.4,1.97259369094267e-19
"Tb927.7.2090",2.29428139006631e-23,2.05992026285209,0.5,0.329,2.05292298783133e-19
"Tb927.6.5160",3.0464582052896e-23,3.39229228583277,0.195,0.053,2.72597080209313e-19
"Tb927.2.3880",4.69028517625126e-23,1.78395845953319,0.603,0.507,4.19686717570963e-19
"Tb927.10.1030",5.42403491693893e-23,-1.07353370645014,0.177,0.554,4.85342644367696e-19
"Tb927.10.10250",5.51690150244251e-23,-0.569121651653325,0.372,0.804,4.93652346438556e-19
"Tb927.5.3090",5.52953429053457e-23,-1.57922153814002,0.078,0.406,4.94782728317033e-19
"Tb927.10.11760",5.93163282869387e-23,0.932399752229834,0.823,0.892,5.30762505511527e-19
"Tb927.5.3830",6.26308003930629e-23,-1.29771410917334,0.11,0.454,5.60420401917127e-19
"Tb927.7.6580",6.28186861325042e-23,3.00920289892968,0.206,0.059,5.62101603513648e-19
"Tb11.v5.0200",8.21715890142867e-23,-2.92309876782657,0.025,0.307,7.35271378499838e-19
"Tb927.10.8320",9.6418526482285e-23,-1.45359936471514,0.11,0.446,8.62752974963486e-19
"Tb927.3.4190",1.19381736005329e-22,-0.859021012642855,0.17,0.545,1.06822777377569e-18
"Tb927.7.5380",1.37130736490149e-22,2.55402341304439,0.323,0.139,1.22704583011386e-18
"Tb927.11.1370",1.40164873297558e-22,-0.982310195047997,0.181,0.554,1.25419528626655e-18
"Tb927.3.3130",1.52736854038355e-22,-0.926104242946433,0.245,0.622,1.3666893699352e-18
"Tb927.4.470",2.04476880606205e-22,-1.33557051735462,0.121,0.463,1.82965912766432e-18
"Tb927.10.8980",2.09164341769965e-22,-1.62440290148913,0.113,0.436,1.87160253015765e-18
"Tb11.v5.0731",2.1722937755163e-22,3.75224444987633,0.124,0.023,1.94376847033199e-18
"Tb927.11.2510",2.37624594787296e-22,-1.46790450990176,0.085,0.407,2.12626487415672e-18
"Tb927.11.7000",2.4027164373376e-22,2.13533407576187,0.436,0.252,2.14995066812968e-18
"Tb927.10.5480",2.54532630159826e-22,-0.641770725375814,0.28,0.676,2.27755797467013e-18
"Tb927.8.5110",3.10745256717908e-22,1.75706247601555,0.574,0.458,2.78054855711184e-18
"Tb927.9.4040",3.73468291741425e-22,-0.88393443786896,0.213,0.593,3.34179427450227e-18
"Tb927.11.2410",4.07999686913232e-22,-0.741328505684503,0.355,0.781,3.6507811984996e-18
"Tb927.7.3550",5.19715500075236e-22,-0.556037589884393,0.713,0.98,4.65041429467321e-18
"Tb927.5.2530",5.27076668008474e-22,-0.864406785926577,0.113,0.46,4.71628202533983e-18
"Tb927.6.590",6.37640125242596e-22,-0.776195503810035,0.255,0.655,5.70560384067075e-18
"Tb927.11.10060",6.80144511781413e-22,-1.44308953754533,0.11,0.438,6.08593309142008e-18
"Tb927.5.1810",8.12061796514987e-22,-0.669935993251529,0.39,0.806,7.26632895521611e-18
"Tb927.10.3370",8.16505212785082e-22,-1.3344097854824,0.085,0.402,7.30608864400092e-18
"Tb927.10.5770",8.30849899621838e-22,-1.00110183475107,0.216,0.592,7.43444490181621e-18
"Tb927.8.1790",8.53214856906104e-22,-0.656753647761916,0.457,0.854,7.63456653959582e-18
"Tb927.5.4040",8.60136345823858e-22,-1.60543055024538,0.103,0.418,7.69650002243188e-18
"Tb927.11.5820",9.10183823156614e-22,-0.762798063505665,0.255,0.646,8.14432484960538e-18
"Tb927.3.4500",1.14649451269172e-21,1.93341555242451,0.479,0.31,1.02588328995655e-17
"Tb927.8.6060",1.35501549411987e-21,-0.698865571995191,0.351,0.755,1.21246786413846e-17
"Tb927.4.1930",1.64308980681388e-21,-0.940939957778642,0.202,0.572,1.47023675913706e-17
"Tb927.8.4380",1.64551068785452e-21,-1.19932627120256,0.138,0.48,1.47240296349222e-17
"Tb927.7.2240",1.69150199966877e-21,-0.66744001447062,0.337,0.751,1.51355598930361e-17
"Tb927.11.2610",1.7174611492453e-21,-0.699228841856283,0.433,0.843,1.5367842363447e-17
"Tb927.7.2170",1.79589687697275e-21,-0.920544416493024,0.238,0.622,1.60696852551522e-17
"Tb927.8.1680",1.79618121827458e-21,-1.73921220658682,0.085,0.392,1.6072229541121e-17
"Tb927.11.7540",2.06914578959968e-21,-1.42964766706498,0.096,0.411,1.8514716525338e-17
"Tb927.10.7710",2.14772212273102e-21,-1.34009409263508,0.11,0.433,1.92178175541971e-17
"Tb927.5.3330",2.25578217737148e-21,-1.62047655554901,0.089,0.398,2.018473892312e-17
"Tb927.11.6150",2.43288204925024e-21,-1.08986991994953,0.096,0.414,2.17694285766911e-17
"Tb927.10.1400",2.55179130805652e-21,-0.99996824923352,0.152,0.496,2.28334286244898e-17
"Tb927.8.6170",2.61307412963447e-21,-0.721776834702691,0.277,0.681,2.33817873119693e-17
"Tb927.10.7120",2.63607795944467e-21,-1.45337108708255,0.11,0.43,2.35876255811109e-17
"Tb927.7.6850",3.83262255048337e-21,-0.882770450035337,0.28,0.669,3.42943065817252e-17
"Tb927.11.18710",4.41470817173887e-21,-2.17463588851283,0.032,0.307,3.95028087207194e-17
"Tb927.5.2290",4.99400734475769e-21,-1.60469202748755,0.074,0.377,4.46863777208918e-17
"Tb927.2.3910",5.09943684724462e-21,1.38153403655325,0.656,0.614,4.56297609091449e-17
"Tb927.8.1860",5.17476750307232e-21,-1.1400408488032,0.103,0.432,4.63038196174911e-17
"Tb927.11.8050",5.60607461678606e-21,-1.22812922767872,0.11,0.439,5.01631556710017e-17
"Tb927.5.2560",5.81843682604139e-21,-1.99706462295424,0.06,0.351,5.20633727194184e-17
"Tb927.11.4290",6.62715849907222e-21,-0.762979911459361,0.298,0.704,5.92998142496982e-17
"Tb927.10.5940",7.4457427494271e-21,-1.34431500678934,0.078,0.378,6.66245061218737e-17
"Tb927.11.2500",8.23796410596564e-21,-1.04410203976349,0.188,0.537,7.37133028201805e-17
"Tb927.10.3120",1.04198624641602e-20,-1.57348126243581,0.085,0.383,9.32369293293056e-17
"Tb927.6.1570",1.15675317277689e-20,-2.26094213850742,0.046,0.319,1.03506273900076e-16
"Tb927.8.3640",1.23163387760746e-20,-1.39506470919788,0.085,0.387,1.10206599368316e-16
"Tb927.9.15110",1.30806657212058e-20,-0.909448880261438,0.241,0.616,1.17045796873349e-16
"Tb927.7.1860",1.34102696123101e-20,-0.742971887471807,0.177,0.54,1.1999509249095e-16
"Tb927.10.14580",1.75597147543131e-20,-0.628988292111065,0.447,0.861,1.57124327621594e-16
"Tb927.10.8520",2.10506997366729e-20,-2.01692895948243,0.035,0.308,1.8836166124375e-16
"Tb927.8.3090",2.21297424800082e-20,-1.07081533690591,0.167,0.504,1.98016935711113e-16
"Tb927.9.10400",2.25509808636231e-20,-0.906871336833548,0.202,0.556,2.01786176767699e-16
"Tb927.6.4440",2.28496441585654e-20,-0.6068607012362,0.44,0.836,2.04458615930843e-16
"Tb927.6.4990",2.45673093469602e-20,-1.32058080271124,0.103,0.415,2.198282840366e-16
"Tb927.5.2660",2.64077075043561e-20,-1.7356213939287,0.071,0.366,2.36296166748978e-16
"Tb927.5.1060",3.17532808581615e-20,-0.94807458446969,0.174,0.521,2.84128357118829e-16
"Tb927.11.12130",3.19273548265531e-20,2.74068828508195,0.27,0.107,2.85685970987997e-16
"Tb927.8.7530",3.33934318852144e-20,-1.11847204012298,0.149,0.475,2.98804428508898e-16
"Tb927.9.4960",3.67401221129413e-20,-0.571562013191686,0.44,0.859,3.28750612666599e-16
"Tb11.v5.0670",3.87772979915132e-20,-0.865353924722844,0.22,0.592,3.4697926242806e-16
"Tb927.11.3730",4.30659067684786e-20,-1.74023466944501,0.06,0.343,3.85353733764347e-16
"Tb927.9.15210",5.01443331448092e-20,-0.848993809359524,0.163,0.509,4.48691492979753e-16
"Tb927.8.6630",6.56398656614532e-20,1.51165104906359,0.61,0.549,5.87345517938683e-16
"Tb927.4.5080",7.08201454145267e-20,-2.43737486751363,0.025,0.283,6.33698661169185e-16
"Tb927.11.14300",7.67918173188265e-20,-0.811650964840607,0.241,0.611,6.87133181368859e-16
"Tb927.11.11820",8.07304862790919e-20,-1.4640515434296,0.085,0.385,7.22376391225314e-16
"Tb11.v5.0444",8.61866594318943e-20,3.47840988562324,0.117,0.023,7.7119822859659e-16
"Tb927.11.14780",9.32559955615219e-20,-0.87443676561066,0.113,0.437,8.34454648284498e-16
"Tb927.3.4270",9.86056125067393e-20,1.89345965911361,0.5,0.362,8.82323020710303e-16
"Tb927.11.3790",1.03711988101094e-19,-1.39224774714838,0.082,0.376,9.28014869528589e-16
"Tb927.5.2270",1.03831622777107e-19,-2.6976200617637,0.018,0.269,9.29085360609555e-16
"Tb927.8.4150",1.08140800751767e-19,-0.970580384580738,0.174,0.515,9.67643885126814e-16
"Tb927.8.980",1.09941044929031e-19,-1.08100733845327,0.124,0.445,9.83752470024968e-16
"Tb927.3.5520",1.10314366966204e-19,-0.685594158873376,0.301,0.701,9.87092955613593e-16
"Tb927.11.6210",1.16911024086989e-19,-0.718521736811413,0.241,0.637,1.04611984353038e-15
"Tb927.11.16020",1.17814189692927e-19,-1.77548359662398,0.053,0.327,1.05420136937231e-15
"Tb927.5.1790",1.19170552220899e-19,-1.25365911038699,0.092,0.392,1.0663381012726e-15
"Tb927.7.1040",1.47478729883345e-19,-0.714815104280563,0.27,0.659,1.31963967499617e-15
"Tb927.10.3040",1.53237887899205e-19,-1.005824185867,0.121,0.443,1.37117262092209e-15
"Tb927.6.5095",1.56877119191326e-19,-1.27347165157386,0.089,0.382,1.40373646252398e-15
"Tb927.4.710",1.58031758936671e-19,2.28431598471543,0.333,0.161,1.41406817896533e-15
"Tb927.3.1680",1.70875096433905e-19,-0.864981733308292,0.23,0.593,1.52899036289058e-15
"Tb927.8.4190",1.73894680280322e-19,1.18481510784305,0.702,0.717,1.55600959914833e-15
"Tb927.8.4870",1.81646495551843e-19,-1.64299388676851,0.071,0.351,1.62537284219789e-15
"Tb927.5.2520",1.98461889910199e-19,-1.74990203358136,0.074,0.359,1.77583699091646e-15
"Tb927.10.9990",2.05342364402287e-19,-1.25744881160275,0.092,0.391,1.83740347667166e-15
"Tb927.8.8230",2.13619068118029e-19,2.78137483610404,0.174,0.048,1.91146342152013e-15
"Tb927.11.8270",2.20443343344136e-19,-1.62773012107058,0.085,0.372,1.97252703624333e-15
"Tb927.6.4370",2.37758279898913e-19,-0.713757973737258,0.181,0.531,2.12746108853547e-15
"Tb927.9.7770",2.44580595784508e-19,-1.17527381730923,0.106,0.412,2.18850717107978e-15
"Tb927.10.9330",3.02451721184046e-19,1.51154629563272,0.567,0.452,2.70633800115484e-15
"Tb927.11.7780",3.07028567089885e-19,-1.54242985930453,0.085,0.37,2.74729161832029e-15
"Tb927.4.750",3.33417202785546e-19,-1.05131623846723,0.167,0.491,2.98341713052507e-15
"Tb11.v5.0567",3.62505553737193e-19,-0.966666233485738,0.131,0.455,3.2436996948404e-15
"Tb927.8.5090",4.60820454001201e-19,-0.835750357587881,0.163,0.496,4.12342142240275e-15
"Tb927.11.550",5.34246330951867e-19,-0.582973093632703,0.55,0.907,4.78043616935731e-15
"Tb927.1.720",5.47489808011357e-19,-1.30595383353018,0.117,0.422,4.89893880208563e-15
"Tb927.7.230",5.67182691896775e-19,-1.41277948250729,0.057,0.328,5.07515072709235e-15
"Tb927.6.1900",5.79425211736093e-19,-1.37198885019974,0.078,0.365,5.18469679461456e-15
"Tb927.10.13280",5.85234131443017e-19,-1.23386488646634,0.106,0.405,5.23667500815211e-15
"Tb927.11.15100",6.01278967671479e-19,-0.740222816341052,0.358,0.739,5.38024420272439e-15
"Tb927.9.5150",6.26231559049425e-19,-0.687214461611006,0.34,0.745,5.60351999037426e-15
"Tb927.9.15010",6.27093009754995e-19,-1.60999459241249,0.067,0.343,5.6112282512877e-15
"Tb927.10.2980",6.91837393665658e-19,-0.907838538398017,0.181,0.509,6.19056099852031e-15
"Tb927.10.5670",7.84602353864636e-19,-0.963394172793259,0.152,0.475,7.02062186238076e-15
"Tb927.8.650",7.87024312909337e-19,-1.03750960395248,0.177,0.504,7.04229355191275e-15
"Tb927.10.3640",8.5516918624115e-19,-0.81450437930147,0.227,0.589,7.65205387848581e-15
"Tb927.5.2720",8.69271888970497e-19,-1.38234446072476,0.053,0.325,7.77824486250801e-15
"Tb927.6.4180",9.25813235764192e-19,-1.4059271449695,0.092,0.384,8.28417683361799e-15
"Tb927.9.2020",1.00377408000586e-18,-0.762134722670669,0.22,0.581,8.98177046789244e-15
"Tb927.11.8990",1.08992539615141e-18,-0.643854900300058,0.216,0.593,9.7526524447628e-15
"Tb927.10.4880",1.12933249691361e-18,-0.991202423814114,0.131,0.446,1.0105267182383e-14
"Tb927.6.560",1.13456105813849e-18,-0.623265085644905,0.223,0.585,1.01520523482232e-14
"Tb927.8.6340",1.22998112998027e-18,2.01072329342401,0.457,0.31,1.10058711510635e-14
"Tb927.8.7610",1.36113081592847e-18,-1.7028014109998,0.046,0.311,1.21793985409279e-14
"Tb927.11.7600",1.44733577155771e-18,-1.24273828054359,0.149,0.455,1.29507604838984e-14
"Tb927.11.7170",1.47098918644842e-18,-1.25674448295646,0.096,0.385,1.31624112403405e-14
"Tb927.10.8270",1.62326691188149e-18,-1.71756494373011,0.053,0.317,1.45249923275156e-14
"Tb927.5.3210",1.66604561953044e-18,-0.738848427324088,0.248,0.617,1.49077762035584e-14
"Tb927.10.12500",1.75576696047567e-18,-1.27778514447359,0.117,0.411,1.57106027623363e-14
"Tb927.7.5160",1.85619780780629e-18,-1.42141241025403,0.089,0.367,1.66092579842507e-14
"Tb927.7.6780",1.9531695532357e-18,1.98293978894371,0.404,0.243,1.7476961162353e-14
"Tb927.10.1560",2.00061846257897e-18,-1.3700472419108,0.106,0.397,1.79015340031566e-14
"Tb927.11.9700",2.11238037606051e-18,-0.542735347843902,0.259,0.633,1.89015796049894e-14
"Tb927.5.1100",2.19701745598483e-18,-0.558036162695776,0.28,0.663,1.96589121961523e-14
"Tb927.11.7490",2.47915411152725e-18,-1.71333002449315,0.053,0.313,2.21834709899458e-14
"Tb927.11.17870",2.73519203038905e-18,2.90545801076418,0.22,0.079,2.44744982879212e-14
"Tb927.11.11590",2.90335324603057e-18,-0.793669600876922,0.188,0.521,2.59792048454815e-14
"Tb927.2.3030",3.39346497830341e-18,-1.10309452873642,0.11,0.409,3.03647246258589e-14
"Tb927.11.7140",4.77329176658237e-18,-1.25788156347346,0.082,0.358,4.2711414727379e-14
"Tb927.10.5520",4.83311489022115e-18,-1.68801085657888,0.064,0.325,4.32467120376989e-14
"Tb927.8.3680",4.95213143197028e-18,-1.58767517694826,0.053,0.311,4.431167205327e-14
"Tb927.11.6790",5.17592941426002e-18,-0.968593593897485,0.124,0.427,4.63142163987987e-14
"Tb927.7.170",5.33595888754456e-18,2.61571879536152,0.181,0.055,4.77461601257487e-14
"Tb927.9.4520",5.42077938399815e-18,-1.52664797529566,0.053,0.313,4.85051339280154e-14
"Tb927.2.5910",5.93207704399776e-18,-0.560244102340716,0.287,0.663,5.3080225389692e-14
"Tb927.1.5060",6.14479860292412e-18,2.73463216321401,0.223,0.082,5.4983657898965e-14
"Tb927.4.4710",7.07967045731205e-18,-2.64823946515145,0.021,0.254,6.33488912520282e-14
"Tb927.10.3770",7.08345979021347e-18,-1.17211425279239,0.082,0.361,6.33827982028301e-14
"Tb927.11.14320",7.17374853546684e-18,-1.54071696736227,0.06,0.321,6.41907018953572e-14
"Tb927.5.2380",7.7757989586865e-18,-1.98752864384252,0.039,0.285,6.95778490823268e-14
"Tb927.10.7500",7.80451242320246e-18,-0.558249268550169,0.227,0.597,6.98347771628156e-14
"Tb927.7.190",7.98546473678463e-18,-1.39976541858259,0.092,0.365,7.14539384647488e-14
"Tb927.10.4640",7.98856288158012e-18,-0.949414391891066,0.124,0.424,7.14816606643789e-14
"Tb927.9.8070",8.31888170502598e-18,-0.684040553290356,0.216,0.565,7.44373534965725e-14
"Tb927.10.16120",8.65505658887907e-18,-1.08301043793041,0.152,0.455,7.74454463572899e-14
"Tb927.6.4540",8.8676952329011e-18,-1.72269228214795,0.078,0.343,7.9348136943999e-14
"Tb927.11.3570",9.01487585712862e-18,-0.800211342708675,0.223,0.558,8.06651091695869e-14
"Tb927.10.12430",9.09654828298023e-18,-0.924745590771232,0.142,0.446,8.13959140361071e-14
"Tb927.1.530",1.03184110395125e-17,-2.47148639854785,0.028,0.263,9.23291419815577e-14
"Tb927.8.4450",1.09627063494097e-17,-0.997568081945488,0.121,0.414,9.80942964145184e-14
"Tb927.11.8970",1.17514686952932e-17,-0.62103288379536,0.209,0.545,1.05152141885484e-13
"Tb927.9.7830",1.32574120636056e-17,-0.857810288543691,0.181,0.509,1.18627323145143e-13
"Tb927.7.3690",1.36753415216402e-17,2.15046192689384,0.312,0.15,1.22366955935637e-13
"Tb927.8.7600",1.38979066735434e-17,-1.94321961670906,0.046,0.295,1.24358468914866e-13
"Tb927.10.4240",1.43161172029209e-17,-1.18646193539299,0.078,0.352,1.28100616731736e-13
"Tb927.9.11540",1.45872099047556e-17,-0.513539141259196,0.287,0.676,1.30526354227753e-13
"Tb927.4.4690",1.48894945694853e-17,-1.52386757139701,0.064,0.324,1.33231197407755e-13
"Tb927.5.1000",1.58006418812368e-17,-0.534897762269001,0.585,0.932,1.41384143553307e-13
"Tb927.2.200",1.59118665279118e-17,3.37935775927578,0.11,0.023,1.42379381691755e-13
"Tb927.10.6530",1.66744174587161e-17,-1.20788905875145,0.071,0.339,1.49202687420592e-13
"Tb927.10.7860",1.77268647389958e-17,1.10211572895709,0.706,0.738,1.58619985684534e-13
"Tb927.11.13180",1.77417916272158e-17,-0.62939579282512,0.355,0.748,1.58753551480327e-13
"Tb927.8.5640",1.7834377890372e-17,-0.67247151896367,0.309,0.675,1.59582013363049e-13
"Tb927.11.7840",1.85633401106628e-17,-0.912232740529851,0.167,0.482,1.66104767310211e-13
"Tb927.10.7610",1.86221492857675e-17,-1.22109029870146,0.085,0.358,1.66630991809047e-13
"Tb927.4.4520",1.86657226911334e-17,1.72244607887726,0.504,0.381,1.67020886640261e-13
"Tb927.3.2150",1.9259672885925e-17,-1.20654778471663,0.103,0.384,1.72335552983257e-13
"ND7",1.9622785607268e-17,1.06851643490724,0.865,0.979,1.75584685613834e-13
"Tb927.5.2680",2.05052607575622e-17,-2.48299394093883,0.025,0.257,1.83481073258667e-13
"Tb927.4.160",2.21281271849077e-17,-1.48916195602167,0.067,0.331,1.98002482050555e-13
"Tb927.10.2360",2.47295023092101e-17,-0.622323754011898,0.415,0.786,2.21279586662812e-13
"Tb927.9.14370",2.51300664158482e-17,-0.523949150729597,0.333,0.727,2.2486383428901e-13
"Tb927.10.240",2.53640084931321e-17,-1.23400164721945,0.092,0.367,2.26957147996546e-13
"Tb927.9.12110",2.69403975713616e-17,-1.26724250354159,0.121,0.398,2.41062677468544e-13
"Tb927.11.9640",2.77917420368503e-17,-1.03203370858321,0.149,0.458,2.48680507745737e-13
"Tb927.3.740",2.81543521752832e-17,0.919469257871947,0.762,0.829,2.51925143264434e-13
"Tb927.8.4810",2.81622435199172e-17,-1.43412144266673,0.071,0.331,2.51995755016219e-13
"Tb927.11.9400",2.87187836037597e-17,-0.769488870105083,0.184,0.502,2.56975675686442e-13
"Tb927.10.14870",3.01164616727254e-17,-1.46880502294815,0.057,0.309,2.69482099047546e-13
"Tb927.7.6190",3.18650505838394e-17,1.47460691326024,0.567,0.493,2.85128472624195e-13
"Tb927.11.1450",3.53377590676753e-17,-0.527201353655126,0.294,0.679,3.16202268137558e-13
"Tb927.10.9250",3.73937975896495e-17,-0.709073147023626,0.195,0.517,3.34599700832184e-13
"Tb927.7.3590",3.95641472038257e-17,-0.676610578954267,0.241,0.581,3.54019989179833e-13
"Tb927.2.1810",4.22230077020107e-17,-1.5171622310296,0.096,0.358,3.77811472917592e-13
"Tb927.8.4780",4.9378540581249e-17,-0.685883104067945,0.209,0.549,4.41839181121016e-13
"Tb927.5.4480",5.0110968182414e-17,-1.20368562624739,0.092,0.361,4.4839294329624e-13
"Tb927.11.1800",5.27099909588249e-17,-2.28567657344291,0.039,0.274,4.71648999099566e-13
"Tb927.8.7040",5.83991725546477e-17,-1.253959420269,0.05,0.294,5.22555796018988e-13
"Tb927.5.4270",5.99867423930706e-17,-1.07132620658902,0.117,0.408,5.36761370933196e-13
"Tb927.9.14160",6.23615820173452e-17,-0.54750301601388,0.422,0.812,5.58011435891205e-13
"Tb927.2.1890",6.55040280944126e-17,1.6598635557156,0.557,0.483,5.86130043388804e-13
"Tb927.11.10240",6.57812376747876e-17,-1.16708245748346,0.121,0.398,5.88610514713999e-13
"Tb927.4.3500",7.05424336399761e-17,-1.15712447630061,0.106,0.385,6.31213696210506e-13
"Tb927.10.7680",7.38507592590159e-17,-0.961463005029146,0.138,0.442,6.60816593849675e-13
"Tb927.2.2510",7.81894181119686e-17,-1.29587363375943,0.064,0.313,6.99638913265895e-13
"Tb927.7.4180",8.78826744534532e-17,-0.548398435831665,0.461,0.842,7.863741710095e-13
"Tb927.7.6910",9.28956287277777e-17,-0.680433077631431,0.248,0.598,8.31230085856154e-13
"Tb927.3.5080",9.95734685884741e-17,1.97862575578908,0.461,0.329,8.90983396929666e-13
"Tb927.11.10150",1.02746010885612e-16,-0.799713003369698,0.152,0.459,9.19371305404458e-13
"Tb927.11.9100",1.03736211489335e-16,-1.20115080292551,0.089,0.358,9.28231620406572e-13
"Tb927.6.3630",1.09354648998146e-16,-1.19984488309649,0.078,0.339,9.78505399235411e-13
"Tb927.10.12730",1.101436415125e-16,1.98397418589794,0.394,0.243,9.85565304253851e-13
"Tb927.11.600",1.13798400244045e-16,-1.13513195836496,0.089,0.361,1.01826808538371e-12
"Tb927.6.5180",1.14318255003004e-16,-1.03609081727306,0.121,0.406,1.02291974576688e-12
"Tb927.6.700",1.2158364186071e-16,-0.634648401642424,0.23,0.57,1.08793042736964e-12
"Tb927.5.3390",1.25323885226362e-16,-1.36896567129745,0.085,0.346,1.12139812500548e-12
"Tb927.10.6880",1.6018982818962e-16,-1.47627858034174,0.06,0.308,1.43337858264072e-12
"Tb927.11.14220",1.88382363715485e-16,1.54074746539148,0.55,0.474,1.68564539052616e-12
"Tb927.6.1500",1.90146841931643e-16,-0.656109774910274,0.17,0.487,1.70143394160434e-12
"Tb927.10.1070",1.9638459636038e-16,-0.959101275867293,0.131,0.419,1.75724936823268e-12
"Tb927.10.1630",1.96857860010928e-16,-0.776861629804861,0.142,0.442,1.76148413137779e-12
"Tb927.11.6040",2.00980939087508e-16,2.07455266467123,0.365,0.213,1.79837744295502e-12
"Tb927.10.6940",2.03344427710679e-16,2.43286041752992,0.227,0.089,1.81952593915515e-12
"Tb927.1.2880",2.13222147726113e-16,2.02872121368837,0.45,0.323,1.90791177785326e-12
"Tb927.11.15255",2.38138612731268e-16,-1.08182581275868,0.142,0.428,2.13086430671939e-12
"Tb927.3.4020",2.3818584278151e-16,-1.51683173773752,0.046,0.282,2.13128692120895e-12
"Tb927.5.1520",2.61145814993408e-16,-0.863545681878797,0.174,0.478,2.33673275256101e-12
"Tb927.10.14380",2.61168047849872e-16,-0.955587682263836,0.078,0.34,2.33693169216065e-12
"Tb927.8.8290",2.81113702095054e-16,1.40388544076817,0.645,0.657,2.51540540634655e-12
"Tb927.2.170",2.89608744883659e-16,-0.732618715930696,0.177,0.492,2.59141904921898e-12
"Tb927.6.2420",3.10560232495786e-16,-0.774009414300584,0.177,0.486,2.77889296037229e-12
"Tb927.11.11370",3.23688161061249e-16,-0.595373859284069,0.206,0.534,2.89636166517606e-12
"Tb927.10.14330",3.29949139473553e-16,-0.734250416268746,0.195,0.501,2.95238490000935e-12
"Tb927.8.3780",3.35029838369287e-16,-2.41308647410586,0.035,0.258,2.99784699372838e-12
"Tb927.11.1890",3.4971034770762e-16,-0.979558290464372,0.11,0.384,3.12920819128779e-12
"Tb927.11.7560",3.50638975550169e-16,-0.780660235910159,0.16,0.46,3.13751755322292e-12
"Tb927.11.15040",3.54547377854876e-16,-1.25466992080206,0.074,0.332,3.17248993704543e-12
"Tb11.v5.0470",3.54827120105336e-16,-1.22233454761682,0.074,0.331,3.17499307070254e-12
"Tb927.7.3940",3.63864493953908e-16,-0.981875087670324,0.156,0.452,3.25585949189957e-12
"Tb927.8.990",4.04023600771357e-16,1.35698889621101,0.652,0.701,3.6152031797021e-12
"Tb927.8.5200",4.25405285338337e-16,-0.86523874371555,0.145,0.438,3.80652649320744e-12
"Tb927.9.15000",4.91835234318385e-16,-2.54425066374096,0.014,0.222,4.40094167668091e-12
"Tb927.5.1970",4.97458342915514e-16,2.64523911554077,0.191,0.067,4.45125725240802e-12
