,group,names,scores,logfoldchanges,pvals,pvals_adj
325,trypomast_0,C4B63_75g56,6.071562,0.5779806,1.2667208980516946e-09,1.9407430879050012e-05
326,trypomast_0,C4B63_24g1404c,6.062078,0.99527067,1.3437420602143045e-09,2.058747210454336e-05
327,trypomast_0,C4B63_12g209,6.0598736,0.596816,1.3622857559984e-09,2.087158006765149e-05
328,trypomast_0,C4B63_22g780c,6.02391,0.9459228,1.7025279998820119e-09,2.6084431486192302e-05
329,trypomast_0,C4B63_45g228,6.001161,0.77605015,1.9591130927078074e-09,3.0015571693376317e-05
330,trypomast_0,C4B63_175g9,5.992384,0.7892497,2.0678672475459145e-09,3.1681794099650955e-05
331,trypomast_0,C4B63_8g2697c,5.9853425,0.9628722,2.1593526287122286e-09,3.308344162450005e-05
332,trypomast_0,C4B63_13g171,5.9761033,0.52349895,2.2853791660842958e-09,3.5014294203577496e-05
333,trypomast_0,C4B63_161g32,5.9557605,0.50086796,2.5886494899825198e-09,3.966069883602218e-05
334,trypomast_0,C4B63_75g392c,5.9374523,0.76519144,2.8948485728102144e-09,4.4351974984025294e-05
336,trypomast_0,C4B63_78g44,5.917799,0.61903644,3.2627882901875095e-09,4.998917939396283e-05
337,trypomast_0,C4B63_52g161,5.904379,0.6410384,3.5397798669854135e-09,5.423296734208352e-05
338,trypomast_0,C4B63_212g12,5.8870625,0.7063284,3.931195520525121e-09,6.022984656996538e-05
340,trypomast_0,C4B63_45g239,5.8682966,0.66025496,4.4029557388338605e-09,6.745768487467358e-05
341,trypomast_0,C4B63_13g205,5.8486824,0.75617987,4.954822473258616e-09,7.591283511279526e-05
342,trypomast_0,C4B63_282g12,5.796496,1.2145981,6.771478994142485e-09,0.000103745829669257
343,trypomast_0,C4B63_112g54c,5.7897825,1.2624526,7.047765420795175e-09,0.00010797881401200288
344,trypomast_0,C4B63_9g2075c,5.784844,0.9052179,7.2579762992431614e-09,0.00011119945488070448
345,trypomast_0,C4B63_44g226,5.707726,0.5868828,1.1449562906767639e-08,0.000175418753294587
346,trypomast_0,C4B63_43g127,5.673173,0.80239415,1.4017647874208605e-08,0.00021476438308075003
347,trypomast_0,C4B63_57g75,5.657022,0.86835855,1.540218263813046e-08,0.00023597684019879676
348,trypomast_0,C4B63_49g166,5.645871,0.67449474,1.643466731303052e-08,0.0002517955379029406
349,trypomast_0,C4B63_27g1015c,5.640619,0.59908634,1.6944006776190018e-08,0.00025959912781800727
350,trypomast_0,C4B63_11g16,5.6401896,0.649265,1.6986306591750365e-08,0.00026024720329220736
351,trypomast_0,C4B63_25g192,5.6386166,0.6182354,1.7142165387522353e-08,0.00026263511590223
352,trypomast_0,C4B63_170g22,5.6294465,1.3867134,1.807889749498308e-08,0.0002769867885206358
353,trypomast_0,C4B63_24g1208c,5.6197276,0.8709692,1.9125863747255515e-08,0.0002930273584717017
354,trypomast_0,C4B63_138g13,5.6192265,0.5325351,1.918145090269256e-08,0.0002938790092801527
355,trypomast_0,C4B63_19g97,5.617729,0.54930145,1.9348347463113583e-08,0.00029643603148236323
356,trypomast_0,C4B63_4g65,5.5892224,0.5962584,2.280884662827441e-08,0.00034945433919179224
358,trypomast_0,C4B63_84g49,5.561888,1.0381392,2.668709290537008e-08,0.000408872950403175
359,trypomast_0,C4B63_7g223,5.552339,0.5862824,2.8187178220252985e-08,0.00043185575751249596
361,trypomast_0,C4B63_10g131,5.505225,0.7789551,3.686967625479258e-08,0.0005648803098996771
362,trypomast_0,C4B63_42g203,5.498324,0.76770675,3.834180265321353e-08,0.0005874347584498845
364,trypomast_0,C4B63_19g205,5.4749327,0.5249358,4.376775881672441e-08,0.0006705658328310346
365,trypomast_0,C4B63_42g236,5.473941,0.8836454,4.401362364584813e-08,0.0006743327278780392
366,trypomast_0,C4B63_2g728,5.44656,0.62954944,5.1353367322113366e-08,0.0007867849407420989
367,trypomast_0,C4B63_8g482,5.441325,0.50217116,5.288566698533992e-08,0.0008102613038823929
368,trypomast_0,C4B63_138g27,5.430925,0.70250964,5.6062775415509976e-08,0.0008589377821410283
369,trypomast_0,C4B63_17g179,5.416859,0.5300343,6.065512379804061e-08,0.0009292971517097801
370,trypomast_0,C4B63_6g592,5.382674,1.1722752,7.338729357684661e-08,0.001124366724890867
371,trypomast_0,C4B63_14g204,5.3579016,1.0114962,8.41941665273599e-08,0.0012899388253656812
372,trypomast_0,C4B63_10g406,5.3507295,0.6328355,8.760030694542292e-08,0.0013421243027108246
373,trypomast_0,C4B63_23g140,5.343594,1.50203,9.112154899260055e-08,0.0013960732521156331
375,trypomast_0,C4B63_10g504,5.3131,0.75814915,1.0777606320008452e-07,0.001651237064288495
376,trypomast_0,C4B63_44g210,5.2973275,0.73470825,1.17509771184392e-07,0.00180036720431607
377,trypomast_0,C4B63_32g236,5.2878866,0.5097846,1.23737567018886e-07,0.0018957832642963527
378,trypomast_0,C4B63_41g263,5.2815123,0.7405174,1.281219253247075e-07,0.0019629560178998436
380,trypomast_0,C4B63_101g1,5.2727566,1.2841413,1.3438960430846578e-07,0.002058983127610004
381,trypomast_0,C4B63_83g60,5.2585683,0.93751067,1.4518116124112573e-07,0.002224320571375287
383,trypomast_0,C4B63_2g244,5.244921,0.84215885,1.5634913933191552e-07,0.0023954251637042776
385,trypomast_0,C4B63_18g212,5.2233844,0.6349767,1.7568223104589332e-07,0.0026916274618541316
387,trypomast_0,C4B63_79g20,5.219452,0.9080875,1.7945318962248145e-07,0.0027494023182060385
389,trypomast_0,C4B63_32g224,5.205834,0.5388896,1.931274895633709e-07,0.0029589062676004057
390,trypomast_0,C4B63_2g740,5.1986475,0.56048024,2.0074370826716403e-07,0.00307559435436122
391,trypomast_0,C4B63_42g172,5.1425796,0.9146284,2.709916174247153e-07,0.004151862570564063
392,trypomast_0,C4B63_2g377,5.1401014,0.660467,2.7459053752971986e-07,0.004207001625492838
393,trypomast_0,C4B63_19g1437c,5.139982,0.9376552,2.747645683009153e-07,0.004209667950938323
394,trypomast_0,C4B63_18g68,5.1370783,0.82979393,2.790430096089121e-07,0.004275217950218142
395,trypomast_0,C4B63_30g131,5.135487,0.7603615,2.8141405592817057e-07,0.004311544750875501
396,trypomast_0,C4B63_18g223,5.1197042,0.57017547,3.060150960617973e-07,0.004688457286762796
397,trypomast_0,C4B63_10g437,5.1047583,0.51834697,3.312174718162411e-07,0.00507458288569663
398,trypomast_0,C4B63_184g73c,5.093124,1.0056821,3.522109496832882e-07,0.005396223960097659
399,trypomast_0,C4B63_6g409,5.0592604,0.8484769,4.2088584891196123e-07,0.006448392091180158
400,trypomast_0,C4B63_7g72,5.0490365,0.66787374,4.440435225383079e-07,0.006803190808809415
401,trypomast_0,C4B63_7g91,5.015342,0.9243233,5.293908700513327e-07,0.008110797520056468
403,trypomast_0,C4B63_9g247,5.000133,0.732256,5.729073022764139e-07,0.008777512778176937
404,trypomast_0,C4B63_101g15,4.9995418,0.68421495,5.746679178041235e-07,0.008804487168676977
406,trypomast_0,C4B63_18g148,4.9812837,0.55806947,6.316379452108846e-07,0.009677324958575964
407,trypomast_0,C4B63_22g23,4.977817,0.60824174,6.430538585799645e-07,0.009852228167303636
408,trypomast_0,C4B63_10g355,4.9677196,0.70030195,6.774481024739364e-07,0.01037918237800318
409,trypomast_0,C4B63_14g184,4.965977,0.805925,6.835598425113944e-07,0.010472820347117074
410,trypomast_0,C4B63_297g9,4.965021,1.2228979,6.869356110505923e-07,0.010524540496906125
411,trypomast_0,C4B63_207g7,4.963791,0.92943335,6.91303165950409e-07,0.010591455805526217
412,trypomast_0,C4B63_12g401,4.962276,0.6752697,6.96719340892827e-07,0.010674437021819003
414,trypomast_0,C4B63_2g348,4.9429936,0.85714763,7.693196380630505e-07,0.011786746174763996
415,trypomast_0,C4B63_23g209,4.9405046,0.51231784,7.792068176051592e-07,0.011938227652528645
417,trypomast_0,C4B63_1g57,4.9360275,0.6433877,7.972982761287164e-07,0.012215406888568063
418,trypomast_0,C4B63_18g1141c,4.931962,0.67518204,8.140778430170498e-07,0.012472486632864219
419,trypomast_0,C4B63_42g62,4.9269257,0.6584123,8.353344098471557e-07,0.012798158493268272
422,trypomast_0,C4B63_30g187,4.911886,0.5823197,9.020444888227567e-07,0.013820223613253454
423,trypomast_0,C4B63_18g239,4.89545,0.8242996,9.808089876119145e-07,0.015026974499202142
424,trypomast_0,C4B63_2g303,4.8927193,0.81120557,9.945216653144645e-07,0.01523706643428291
425,trypomast_0,C4B63_63g100,4.8891406,0.7373775,1.0127708515331248e-06,0.015516662216339005
428,trypomast_0,C4B63_6g2366c,4.8776,0.63093156,1.0738426460187886e-06,0.01645234317965386
430,trypomast_0,C4B63_59g132,4.868578,1.0409799,1.124042294810701e-06,0.01722145199879475
431,trypomast_0,C4B63_95g28,4.8599954,0.5400971,1.1738836891234581e-06,0.017985072001060504
433,trypomast_0,C4B63_361g13,4.84606,1.3273567,1.2593760088195488e-06,0.019294899831124306
435,trypomast_0,C4B63_17g64,4.83953,1.3163184,1.3014644872325546e-06,0.01993973740888997
436,trypomast_0,C4B63_4g185,4.8293715,1.0530604,1.3696474895953473e-06,0.020984369188090317
437,trypomast_0,C4B63_38g159,4.818401,0.6969878,1.4471335486032321e-06,0.02217153309815012
439,trypomast_0,C4B63_75g66,4.812319,0.59906137,1.491892295200896e-06,0.02285728185477293
440,trypomast_0,C4B63_23g249,4.811489,0.80801094,1.498100392158017e-06,0.02295239610825298
441,trypomast_0,C4B63_26g239,4.806709,0.5902687,1.534350993356404e-06,0.023507791569213465
442,trypomast_0,C4B63_8g486,4.8066225,0.95580596,1.5350153207917295e-06,0.02351796972985009
443,trypomast_0,C4B63_14g35,4.805807,0.64472896,1.5412846481062291e-06,0.023614022093635535
444,trypomast_0,C4B63_32g206,4.7990465,0.6038805,1.5942270295116238e-06,0.02442515231914759
445,trypomast_0,C4B63_168g210c,4.7867484,0.99958014,1.6950496331515084e-06,0.02596985542951426
446,trypomast_0,C4B63_45g211,4.78365,0.7131479,1.7214056272844624e-06,0.026373655615625248
447,trypomast_0,C4B63_23g274,4.747387,0.57922626,2.0606148234213484e-06,0.03157067970963848
448,trypomast_0,C4B63_6g514,4.733491,0.56424767,2.206909597820748e-06,0.03381206194821168
450,trypomast_0,C4B63_163g21,4.728505,1.1822702,2.2617880904454346e-06,0.034652855333714504
452,trypomast_0,C4B63_20g319,4.7220263,0.85031563,2.3350668063442947e-06,0.03577555854000094
454,trypomast_0,C4B63_17g279,4.714919,0.8352391,2.418065481908093e-06,0.03704718124831389
457,trypomast_0,C4B63_2g325,4.693992,0.7761057,2.6792436644702e-06,0.04104869218334793
458,trypomast_0,C4B63_114g1,4.6896343,0.6337099,2.736938407588454e-06,0.04193263334266271
459,trypomast_0,C4B63_8g483,4.6888623,0.8477021,2.7472827065375746e-06,0.04209111834686218
461,trypomast_0,C4B63_14g194,4.679479,0.70512974,2.8760470877106872e-06,0.04406391743081544
462,trypomast_0,C4B63_259g16,4.673339,0.8630899,2.963419067941807e-06,0.045402543539936425
463,trypomast_0,C4B63_34g161,4.6722603,1.266512,2.9790288734731244e-06,0.04564170137048174
464,trypomast_0,C4B63_101g6,4.670709,0.60140604,3.001616123184497e-06,0.04598776062330968
